推文ID,发布时间,所属板块,点赞数,转推数,浏览量,实战含金量评分,完整推文正文
1938110618097307954,Thu Jun 26 05:42:34 +0000 2025,09_trader_mindset_essays,8,0,2139,6.2,"如果你确信自己不是“天选之人”，不自带主角光环

那凭什么你觉得自己能在人声鼎沸之时赚到大钱

凡事过往皆为价格之锚，不要被声量蒙蔽本质，专注于底层算法

知其然而不知其所以然，危哉"
1938097030951538925,Thu Jun 26 04:48:34 +0000 2025,01_contracts_scythe_series,10,2,1454,6.9,"看起来大家对合约的算法很感兴趣啊，没想到这么硬核干涩，大家热情高涨

果然关注我的粉丝都不是一般人，绝对是币圈top 5%的存在 😂

承接这篇关于 @binance 和 @okx 的合约算法，下一篇要写的就是最近炙手可热的 @HyperliquidX ！ （是不是没想到！！都以为我会写cex吧）

我当时写的时候都过了一下各大交易所的算法，坦白说都有点生搬硬套，但是hyper的优化是最简洁有效的，不能说自成一派，但也算是另辟蹊径吧 （ $hyper 真没给我广子）

我用我有限的中文只能憋出这句：简约而不简单
算法之美，宛如溪流，可汇入长江入大海，也可滋养一方水土润无声

至于到底“美”在何处？请大家期待一下

可能是今晚，或者明天中午
感兴趣的小伙伴们，开启小铃铛吧"
1938068110504042609,Thu Jun 26 02:53:39 +0000 2025,08_macro_first_principles,3,0,508,5.0,"@BTCdayu 叙事是叙事
价格能不能上涨还是要看筹码结构"
2070043068754235580,Thu Jun 25 07:15:01 +0000 2026,09_trader_mindset_essays,11,0,10430,6.4,"半导体的毛利率在80%以上的
除了代表很赚钱之外
更重要的是：议价能力

近乎统治力的议价能力

半导体毛利在70%以上，毛利率每提升一个点，都是数以万计的预付款顶上去的

ps：如果你到现在还看到博主说什么毛利率在500%的，可以取关了…"
2070035432625357020,Thu Jun 25 06:44:41 +0000 2026,09_trader_mindset_essays,4,0,998,5.0,"@octopusycc 没事的
Hynix赚了钱后一定会消费
只要疯狂消费 samsung就一定会涨 😂"
2069944189358628868,Thu Jun 25 00:42:07 +0000 2026,09_trader_mindset_essays,25,2,27292,6.4,"居然没有 $mu 🤣

已知Pelosi是股神，一般快人2步
$intc 大概率是美国政府订单和芯片
 $uber 难道是无人驾驶？ 

难道大规模无人驾驶要来了？！"
1935651424924549560,Thu Jun 19 10:50:37 +0000 2025,09_trader_mindset_essays,72,13,17322,5.6,https://t.co/y7hY4AAJ49
1935599465643282878,Thu Jun 19 07:24:08 +0000 2025,02_contracts_clearing_adl,3,0,2540,7.0,"3天过去了，circle的pe已经到了250倍
感觉都已经不是visa杀手、稳定币法案东风的叙事了（叙事升级？！）

而是多头锤爆空头的戏码了，满满的gamestop即视感

除了稳定币之外，circle还把空军燃料的故事带给了美股，挺好的 

越涨，越多空投爆仓、越多爆仓进一步推动上涨、进一步大儒辩经 etc 

很多时候，涨跌与业务/基本面无关 -就是这么纯粹"
1935562871557206072,Thu Jun 19 04:58:44 +0000 2025,05_contracts_mm_token_loan,27,1,5473,7.7,"说一个反直觉的事情：对于没有什么背景且刚tge的项目来说，流动性越薄越好

在这个版本的市场环境中，对于新币来说，波动性是为数不多能让你出圈的确定性途径。

主要的原因：
1. 交易所/数据平台的涨跌幅榜单是最好的广告版，比起你投放广告/kol的受众大得多
2.这个版本的大儒辩经都是依照价格走势来的 - 价格是话题/讨论度的开关 

别听那些mm告诉你要借多少币，因为他们要在 +/- 2%深度为你布置多少$的流动性 etc

这个是他们的商业模式决定的 - 借的少，单子铺的少，那mm们怎么赚钱？另外他们帮你提供的$也是从你借给他们的币来的（会对冲）

mm怕大波动性，而项目方不怕，甚至是欢迎的 - mindshare比价格重要

mindshare是流动性的重要组成部分，不是叙事

不要被所谓的主动/被动做市商忽悠了"
2067672514482864516,Thu Jun 18 18:15:17 +0000 2026,03_contracts_oracle_pricing,18,0,5856,7.4,"这不就巧了么？！说到合规套利，鄙人之前写过一篇《加密世界的合规进化论》

这篇文基本把ico时期到genius/clarity的合规演进路程系统性写了一遍

合规套利跟地理套利一样，会一直存续下去（冷知识：即使一个国家内的不同部门的文/规定都会有冲突（你看看芝加哥交易所这几天干了啥）都会打架，都能套利，更别说不同管辖权之间）

而且随着参与的博弈与利益越来越多，这种套利只会更多（套利不是贬义词，是让资源效率最大化的手段）cex defi dex就是在这样的背景下诞生的

而主流大媒体为什么一直抓着bn（其实bitget bybit 也不少啦），因为有流量啊～ 为什么监管老追着打，因为bn真有钱，而且愿意交罚款啊，这样的话一波kpi直接打满好吧，不信你去看把cz按进去的检察官的履历是怎么写的

由于实在是太长（近2w字）发在了substack，有兴趣的可以去看下

https://t.co/xBSUqXc0Lu

我知道
bn最近很忙，没时间发文
网友们也不嫌事大
而我恰好bn和ok都没给我发钱，利益刚好不相关
而这篇文的角度就是一个第三方叙事+故事的角度，还算比较客观

发出来当成是学习讨论～

现在的问题是直接一篇发？还是分上下两篇呢？🤣"
1537284998008434688,Thu Jun 16 04:04:39 +0000 2022,09_trader_mindset_essays,7,1,0,5.0,Another milestone to be announced today
1933106722966765600,Thu Jun 12 10:18:52 +0000 2025,09_trader_mindset_essays,3,0,1256,5.0,@0x0xFeng @Boywus 从唯物主义的角度，钱没有消失，它只升华
1933063072102690841,Thu Jun 12 07:25:25 +0000 2025,09_trader_mindset_essays,6,0,2128,5.0,欢迎大家来撸 #pundiai @PundiAI 的羊毛
1933062021421109270,Thu Jun 12 07:21:15 +0000 2025,09_trader_mindset_essays,5,0,2237,6.6,"”正在搞测试，投放价值 550 万美元代币当奖励（占最大供应量 3% 、当前供应量 7% ），奖励挺大方“ ——&gt;  
我们相信，财散人聚

千金散尽还复来
ps：我刷了半天，我自己也没领到 🤣🤣 https://t.co/b8a0MUPtUU"
1933055448783204745,Thu Jun 12 06:55:08 +0000 2025,09_trader_mindset_essays,2,0,621,5.0,@guhype @PundiAI 🤣  我只是小韭菜
1933053888179155234,Thu Jun 12 06:48:56 +0000 2025,09_trader_mindset_essays,7,0,2662,7.0,"@PundiAI的业务，一言以蔽之，Pundi AI是一个AI Data layer
集数据存储、数据上链、数据标注、清洗、蒸馏、数据买卖、数据token发射（datafi）和AI market making一体的生态协议底层。 Token ticker是 #PUNDIAI 

从数据量来看的话，@PUNDIAI 应该是web3全网最大的平台（4.5万亿 token）和118k dataset。我们的业务偏web2多一些，就是把世界各地用户贡献的高质量的AI训练数据集（蒸馏和清洗数据居多）卖给AI公司。  

为了适应web3的生态以及激活数据贡献者的积极性，我们这里参考了pumpfun，fourmeme，virtual的模式，形成了依据dataset的launchpad产品 - 我们称之为data pump，就是为高质量的的dataset赋予二次生命，让非dev可以参与到类data dao的交易和贡献中。（后续会再写一篇长文来介绍PUNDIAI)  

从数据业务的角度来说，竞品的话，https://t.co/Td44uv6S7R算是直接对手，web3的话，我们近似的项目是sahara和vana。

比起竞品的优势是什么呢？  有三点一路：AI数据多一点、web3功能多一点、市值便宜很多点（是竞争对手的1/10？ ）、不跑路

#PUNDIAI 无vc，全流通，无解锁，目前已经上线upbit和bithumb韩所"
1933050119517331625,Thu Jun 12 06:33:57 +0000 2025,08_macro_first_principles,78,7,35058,7.6,"大家好啊，重新介绍一下，我是@PundiAI的Danny

大家认识，或者关注我这个号，可能是因为我的话痨、有点东西、到处fud、无厘头、搞笑、装文艺小清新、傻x、油腻、或者是因为我被中文kol坑过，所以自己下场bb etc  —— 但是啊，其实我是项目方。我自己是一个17年就入圈的肥胖油腻大叔，因为看过不少圈内的悲欢离合、阴晴圆缺、暴富归零的故事，所以偶而能写出一点有趣的故事。

我先说一下Pundi AI的业务吧，一言以蔽之，Pundi AI是一个AI Data layer，集数据存储、数据上链、数据标注、清洗、蒸馏、数据买卖、数据token发射（datafi）和AI market making一体的生态协议底层。 Token ticker是 #PUNDIAI

从数据量来看的话，我们应该是web3全网最大的平台（4.5万亿 token）和118k dataset。我们的业务偏web2多一些，就是把世界各地用户贡献的高质量的AI训练数据集（蒸馏和清洗数据居多）卖给AI公司。

为了适应web3的生态以及激活数据贡献者的积极性，我们这里参考了pumpfun，fourmeme，virtual的模式，形成了依据dataset的launchpad产品 - 我们称之为data pump，就是为高质量的的dataset赋予二次生命，让非dev可以参与到类data dao的交易和贡献中。（后续会再写一篇长文来介绍PUNDIAI)

从数据业务的角度来说，竞品的话，https://t.co/Td44uv6S7R算是我们的直接对手，web3的话，我们近似的项目是sahara和vana。有圈内的朋友问我们，那我们比起竞品的优势是什么呢？

我每次都开玩笑的说，有三点一路：AI数据多一点、web3功能多一点、市值便宜很多点（是竞争对手的1/10？ ）、不跑路

Pundi AI的前身是Function X（“FX”)，一个在2019年的老币，在25年2月rebranded，已经充分洗盘、全流通、无vc，无otc，是一个社区bootstrap的结构。

Pundi AI在中文区基本没有什么声音，主要是因为我们之前的精力和社区都在韩国、印尼、土耳其、欧美等非中文区。正式进入中文圈，也就是25年3月的事情。说到这里有一个小背景，PUNDIAI是首发Upbit，Bithumb的，跟alpha上好多项目的路径不太一样。

经过多方“周旋”和“磨难”，今天很高兴终于能够登陆Binance Alpha —— 我们仍以新人的姿态开启我们的下一段旅程，与Binance的用户们一同前行。

最后，新人乍到，初次见面，请大家多多指教。

P/s：我这里真的是对alpha的同学的拼搏程度表示无比的佩服，基本就没有休假一说，一周七天连轴转，跟我开电话会的小伙伴的声音感觉就是大病未愈就要上阵打仗了，神奇的是生病状态并不影响张弛有度的调度和效率，可见背后的系统和章法。

外界常说alpha是站在binance原来影响力的基础上才能铸造了这个现象级的产品，要是其他cex也有这个影响力也能做成；我要说的是，行业影响力只是表面，水下的是这群执行者、制度设计者对于业务的热爱和社群的重视程度才能造就alpha这款现象级产品。

虽然 @heyibinance 一姐不一定会看到，但是条件允许的话，真的可以给这群冲在一线的小伙伴们加个鸡腿（可以的话轮休？调休？🤣） 声明：我与这些人无利益关系。

最后，一姐千万不要跟我这篇带满CA味的帖子互动，免得瓜田李下"
1933040425146933368,Thu Jun 12 05:55:26 +0000 2025,09_trader_mindset_essays,1,0,1140,5.0,@BTCdayu 萧炎有纳戒啊
1933005806494159070,Thu Jun 12 03:37:52 +0000 2025,09_trader_mindset_essays,27,0,4694,5.8,"大家可能会觉得很奇怪，怎么这个家伙会突然写这么多长文，一会儿潮汕人，一会儿博弈论，一会儿AI体，一会运气掌握术，一会儿AI的第三道等等- 其实这些都是伏笔 或者说背景知识介绍

因为我在酝酿一个大的… 硬核的… 
一个关于AI智能体的区块链应用世界观

大家可以期待一下，不过因为太硬核了，所以可能会大家去补一点背景知识

但是肯定不是今天发，今天的版位满了 😂"
2065140506691064246,Thu Jun 11 18:33:59 +0000 2026,09_trader_mindset_essays,1,0,2716,5.0,"产业链的自循环
跟币圈如此的相似 😂"
2065126090293592308,Thu Jun 11 17:36:42 +0000 2026,09_trader_mindset_essays,6,1,3369,5.8,"看增值的空间 - 一块钱的电费和GPU卖你10块钱的token，你还不得不买

而现在呢？10块钱的token卖你8块

结果打着打着就看到外卖团购的百团大战，规模很大，但是留下来的利润就呵呵了

交易所的生意经就更狠了- xx万估值的项目，张口就要x%来劫富济贫，用你的钱补贴我的用户

好的生意就应该像后者，一来就是现金流，用对手方的钱养大自己的规模，AI产业有谁做到了呢？"
2064871991468027956,Thu Jun 11 00:47:00 +0000 2026,09_trader_mindset_essays,9,2,7044,5.0,"如果有什么是东南亚教父的教训

CP的经验告诉我们：不要做那个Capex输出方，做输入方"
2064871241937498388,Thu Jun 11 00:44:02 +0000 2026,09_trader_mindset_essays,22,1,7700,5.0,"懂得让利才是去中心化最大的投入
few understand"
2062570963238265199,Thu Jun 04 16:23:33 +0000 2026,09_trader_mindset_essays,5,0,6882,5.0,"@168X_Fortune @qinbafrank 这篇说得真好
受教
主持人问的问题也切中重点"
2062490423617261630,Thu Jun 04 11:03:30 +0000 2026,04_contracts_stock_perps,41,6,25797,7.9,"关于中国国务院发的837号令《关于对外投资的规定》

有鉴于太多pm了，我在这里统一说下吧

这个837号行政令应该是这几年最严格的对外投资行政令

首先它把主体扩展到居民个人的层面（不再是组织/企业） - 对，就是在屏幕前的你

2. 资产类别基本包括了你知道的一切，什么股票（美股，未上市），基金，加密货币，银行账户的外汇等等

3. 要你干啥呢？要披露和备案… （涉及国家安全的还要批准…）

4. 处罚是啥：没收违法所得 + 投资额的0.1-0.5%

5. 里面还加了个涉及国家安全的条款，至于啥是国家安全？ 

基本的我就不多说了- 什么在之前在futu老虎开过户买美股的，这类信息一定会同步到的… 

而那些在新加坡拿着EP开户（或者香港身份）买美股的… 新加坡是CRS参与国…同步就是时间问题

除非你很专业，要不然从资产端很难做账的，从税务身份可能还有点戏

7月1号开跑"
2062462042242752646,Thu Jun 04 09:10:44 +0000 2026,09_trader_mindset_essays,3,0,815,5.8,"@BTC_Alert_ @yingbinance 说实话，社交产品是一个top down的反馈链，正反馈这个事情真的很重要
不管是对外还是对内

这点的话，虽然我不在币安广场发东西，但是 @yingbinance 真的更有干劲儿，时不时就在想办法/活儿"
2062415952739000601,Thu Jun 04 06:07:35 +0000 2026,05_contracts_mm_token_loan,30,6,16918,7.5,"其实我疑惑的问题是：为什么要收手续费？

从Binance和Alpaca的协议里是看双方是PFOF模式下（Payment for Order Flow，订单流付款）

这一套机制：散户在券商下单后，券商并不把订单直接送进交易所，而是把这股”订单流”卖给做市商（Citadel Securities、Virtu、Jane Street 这类），做市商付钱给券商来买这些订单。做市商靠买卖价差赚钱，再返一部分给券商。

Robinhood是用这个模式做到0佣金的

按正常的商业逻辑来说，到达一定量级后，Binance应该也能做到0手续费"
2062366674087821666,Thu Jun 04 02:51:46 +0000 2026,09_trader_mindset_essays,17,2,12779,7.2,"加密交易所弯道超车的机会来了

做多年轻人，做多资金使用效率，做多自己

正文在substack，有兴趣的小伙伴自取：
https://t.co/NvmB8vDpPm https://t.co/1JOskPWc6p"
1664173981010911232,Thu Jun 01 07:36:10 +0000 2023,09_trader_mindset_essays,19,1,609,5.8,"Congratulations @FUNCTIONX_IO x @MEXC_Global $fx 
f(x)core rules the #blockchain 
Latest #CosmosEcosystem @cosmos 
@CosmosClub_"
1950953357755244608,Thu Jul 31 16:15:02 +0000 2025,09_trader_mindset_essays,6,0,1211,5.0,"@wolfyxbt 很多人可能没注意，欧阳锋在《射雕英雄传》最出彩的招式之一就是“卖个破绽”给对手，然后一招制敌

是不是像极了那个觉得自己找到庄家的你…."
1950947587437277626,Thu Jul 31 15:52:06 +0000 2025,02_contracts_clearing_adl,9,0,1983,5.4,"@guhype 哈哈哈 这才哪到哪儿
这几篇最多就算是理论篇 

还没到实战和应用呢

大家不会觉得标记价格是不可操控的吧？ 清算机制真的用来清算的吧？ 😄"
1950911174348067318,Thu Jul 31 13:27:24 +0000 2025,09_trader_mindset_essays,16,7,3473,6.9,"老粉们估计都知道我一般都会一周两更，一个算法，一个杂谈

但是这周项目出了大事 我们被daxa（韩国🇰🇷的行业自律协会）认为对于近期的黑客事件处理不当而被要求在韩国下架（下市）- 我们到现在还不知道具体原因，只能盲猜

我自认问心无愧：快速追回了大部分被盗资产，100%赔付资金池/受害者，也算是及时跟社区发出“异常”警告吧

而且对比gmx，我们的处理速度和结果都更好吧？！ 然后他们没被下架？而我们就….

吐槽完了，言归正传，反正我这周就在忙着处理这个事情，就发之前的“存货”

大家先看着，主要是说合约交易的真实收益/亏损不能只看表面

话说明晚有个说明会space… 有兴趣的小伙伴可以来凑人气（没有抽奖）"
1950876402343108921,Thu Jul 31 11:09:14 +0000 2025,09_trader_mindset_essays,308,72,195945,6.2,https://t.co/jr6Aq9Kxz5
1950862704744509882,Thu Jul 31 10:14:48 +0000 2025,09_trader_mindset_essays,7,1,2055,7.3,"工欲善其事，必先利其器，链上追踪尤其如此

对于那些正在/想要“扒庄”的小伙伴们 - 用“一般人”在用的工具能找到“不一般”的数据和信息是属于小概率事件

不是说不能，而是说比较难
因为现在的分散工具都基本cover这些常用工具的指标

如果你真的当回事的话，你最起码要有个专业的链上追踪工具，而且还要花时间学怎么用 —— 追踪不是标记，而是connecting the dots 

读出这些转账/交易后的信息才是重点
好了，只能说到这里了"
1950846738241409495,Thu Jul 31 09:11:22 +0000 2025,09_trader_mindset_essays,6,0,993,5.0,"@0xcryptowizard 复利的关键在于 “复”，在于连续性

怎么保持着连续性增长"
1950805258168610929,Thu Jul 31 06:26:32 +0000 2025,09_trader_mindset_essays,0,0,682,5.0,@cryptoalphago 谢谢指正，是的，而且跟盈亏百分比的关系没有写出来
2082977188190867574,Thu Jul 30 23:50:36 +0000 2026,09_trader_mindset_essays,29,1,11687,6.4,"Citadel太狠了…
周二韩股崩盘，半导体下跌；Leopold的仓位岌岌可危
周三告诉大家要加息，给Leopold的仓位再来致命一击….

电影都不敢这么演啊

一代版本一代神
有的神提前下注
有的神提前下注你的下注
有的神下注你的下桌…

朴实无华 学到了"
2082967834494370082,Thu Jul 30 23:13:26 +0000 2026,09_trader_mindset_essays,3,0,3939,6.6,"cxmt 长鑫涨了好几天吧，虽然不是连涨… 中间来了几天半导体衰退？ 😂

今天估计又要爆发了
在https://t.co/31TL9YB3VM开空仓的勇士们，你们还好吗？ https://t.co/NNouRChtds"
2082826609011396855,Thu Jul 30 13:52:15 +0000 2026,09_trader_mindset_essays,10,1,21725,7.2,"你知道最近又有一个迈入万亿美金市值俱乐部的公司是哪个嘛？

答案：礼来 $LLY 

它是干嘛的？ 制药，你可能不太熟悉，那我换个说法，它的明星产品叫替尔泊肽的减肥针

是不是耳熟了，就是那个xxx打了之后爆瘦xx公斤的神器

你想知道它最近是怎么冲入万亿美金俱乐部的吗？

全文：
https://t.co/qABcTahDvP"
2082804518388154378,Thu Jul 30 12:24:28 +0000 2026,06_contracts_short_selling_phil,2,0,2527,5.8,"@Michael_Liu93 赞成的，爸爸们不减capex，不影响基本面，大家还都要买买买

另，开源模型这个趋势还会有新增的capex，目前大家还没聊到

不过韩国这个救市措施，要是真的是禁掉卖空真的是有点无语了。。它们关闭用户的融资渠道都好过这个"
2082787944931443194,Thu Jul 30 11:18:37 +0000 2026,09_trader_mindset_essays,1,0,661,5.8,"@Zac_labs 有个小伙伴靠北道：

纽约最大的问题是，政策限制售价 + 政府补贴房租，这种社会主义政策很难成功，相当于特权经营，很难不造成低品质、权力寻租、供应不足、提高税收，最后一地鸡毛"
2082778083522965752,Thu Jul 30 10:39:25 +0000 2026,06_contracts_short_selling_phil,8,0,8848,6.5,"禁止卖空这个政策在这个时间点真的好傻的…. 明明就好多方法

首先这次的股灾是因为杠杆etf和etn.. 与是不是卖空的关系，你调整etf的结算时间或者丢给暗池

而且这次的重灾区是samsung和skhynix，而后者有skhy的美国adr了（Samsung的adr也在路上了），你说你不让adr在美国卖空吗？ 这不现实嘛

你要嘛永远不允许双边赎回，要不然这个卖空压力还是能传导回来，要是不能的话，adr和正股的价差就会更大了

禁止卖空要堵的点太多了，而且还容易得罪评级机构

（我猜卖空的主力就是外资，这几天的买入是补回平仓，让他们淘爽了）

你要针对外资的话，把卖空的结算时间调整一下就可以了，来几次瓮中抓鳖，他们就不敢了… 你觉得他们卖空没上杠杆？ 😂

给出这个政策的人一看就没体会过市场的险恶…"
2082753120762048714,Thu Jul 30 09:00:14 +0000 2026,09_trader_mindset_essays,2,0,3638,5.8,"这是一篇减得越多，赚得越多的商业故事：

美国人减下来的体重，能不能撑起Eli Lilly $LLY 礼来的万亿帝国？

新的股票分析文上新substack啦～ 大家有兴趣可以去看看

https://t.co/1XnsCA8rPM"
2082726985525276965,Thu Jul 30 07:16:23 +0000 2026,09_trader_mindset_essays,8,0,8057,6.6,"怎么说呢？
先仰卧 - 后起坐 -然后仰卧，就一直卧卧卧卧卧卧到收盘了

今天是外资接盘的一天（注意期货的成交量不高，意味着是裸多），散户大量抛售的局面。。 属于是外资低吸散户的带血筹码

期待明天的大复苏 https://t.co/DGkzC8hPkc"
2082671903693750572,Thu Jul 30 03:37:30 +0000 2026,09_trader_mindset_essays,4,0,6882,6.6,"哈哈哈 太巧了 我原来还在写为什么资金会流向医疗，就被你发出来原因了（提前剧透了～）

这是其中一个为什么 $LLY 最近涨疯了的原因，它们的体重管理产品：Foundayo和Zepbound 已经正式进入美国的商业医疗保险和部分联邦医疗保险

感兴趣的，可以留意我的substack https://t.co/oWfm2IKoZs - 今晚晚些时候发出来"
2082661027247001765,Thu Jul 30 02:54:17 +0000 2026,05_contracts_mm_token_loan,6,0,3627,7.3,"这篇文是一个粉丝留言说，想讨论一下韩国市场的“赌性坚强”（我忘了具体是谁了，有自己来认领的嘛？😂）

在币圈的都知道kimchi premium，就是韩国市场的btc相较于其他市场有个溢价，你们知道这是为啥吗？ 😂  其实这个真不是什么赌性或者外汇管制

这是因为韩国用户习惯（市价单）+ 不允许机构（做市商）进入 + 高中间费用（账户租赁+手续） ，有兴趣的可以单独讲讲

那是什么导致到这种全民杠杆的局面：就我自己的观察，是压抑的社会晋升结构 + 国家成长路径的底色（都是大幅杠杆） + 官方有意塑造的“国民英雄”示范效应

写完这篇文，我突然想起若干年前一个大哥（犯过事出来）跟我说的：

作我们这行的，如果不是被社会毒打过，谁愿意走这条路…

当你处处碰壁，连找个配送员的工作都找不了；当你干了跟别人一样的活儿，结果工资只有别人的1/3… 你怎么办？

感谢还有web3"
1948385277820776515,Thu Jul 24 14:10:24 +0000 2025,09_trader_mindset_essays,19,0,5624,6.5,"其实每个看起来“约定俗成”的价格，背后都是多次博弈后出来的结（教）果（训）

有人问为什么“赎回”的服务费是20%，不是25%？ 不是15%？这其实就跟为什么菠菜的“娱乐税”很高是一样的，真的是为了创收吗？

据说是因为当时的“行价”是15%-18%，而且款项也是分期发（2-3期）

为了防止有人滥用这个漏洞从tether的账户“吸出”美元，才逐步改成这种做法

后面还衍生出围绕着这个体系的“赎回”产业链

至于这里的“行“和”行价”指的是什么？
问，就是我也不知道"
1948288296481886702,Thu Jul 24 07:45:01 +0000 2025,09_trader_mindset_essays,10,1,7134,5.0,https://t.co/As8mHihTDY
2080319022772670974,Thu Jul 23 15:48:00 +0000 2026,09_trader_mindset_essays,4,0,1585,6.6,"《十间敢死队》
推荐大家把2小时空出来，静静地看完

死了其实不可怕，难的是那些还活下的人要怎么面对这个事情

时间是不会治愈伤痛的，但是转移注意力会；
让你不再去想起遗憾和惆怅的是那些不断向你涌现的新事物 https://t.co/GLR1hUrGPZ"
2080305198153839055,Thu Jul 23 14:53:04 +0000 2026,08_macro_first_principles,4,0,3191,7.3,"不是，说到流动性怎么可以不上数据呢。。。

kim：盘中的时候就用stock，盘前/盘后就用bstock，那是不是说盘中bstock就不需要流动性了呢？

那我们一起来看看盘中的 $NVDA bstock是咋样的吧
我取的是7.23 新加坡时间10.13pm-10.23pm (10分钟）fresh from the oven 🤣 

自己看图吧：按理说，盘中是不太需要的，但是bstock 在100bps还是有350k美金左右

ps：别问我其他所的，别为难我"
1550088409993007104,Thu Jul 21 12:00:50 +0000 2022,09_trader_mindset_essays,4,1,0,5.8,"The sense of Ownership is subtle, u could only feel it until u finally lost it 
Not ur not ur token
#ownership matters @marginx_io"
1813785671087395102,Thu Jul 18 03:59:37 +0000 2024,09_trader_mindset_essays,2,1,158,5.0,probably nothing on @marginx_io
1813770130532495718,Thu Jul 18 02:57:51 +0000 2024,09_trader_mindset_essays,1,0,58,5.0,@JayLovesPotato @0xMantle @FourPillarsFP Count me in
1945851583507656956,Thu Jul 17 14:22:24 +0000 2025,04_contracts_stock_perps,3,1,2746,5.0,"2个月多的时间  
美股的eth 循环贷来了，btcs 看一下"
1945777404947128529,Thu Jul 17 09:27:38 +0000 2025,06_contracts_short_selling_phil,19,2,3722,7.3,"为什么资金费率不能是 0？ 是交易所要赚你的钱吗？

资金费率本质上可以看作是：
期货市场中模拟现货杠杆交易的“借贷利息机制”。（或者持仓成本）

大部分交易所（如 Binance、OKX）默认基础资金费率为 ±0.01%，这其实与“传统的年化借贷成本”有关。

换算为年化收益：
0.01% / 8小时 → 3次/天
0.01% × 3 × 365 ≈ 10.95% 年化
这个年化值是比较贴近 传统市场中美元借贷利率 + BTC 期货溢价 的一个合理水平。

也就是说，如果你持有一个合约头寸，你需要为你的“杠杆资金”支付大致 10% 左右的年化利率——这就像你借钱买币，得为使用资金付利息一样。

做多的人，好比在借美元去买BTC，要承担利息；
做空的人，好比借BTC去换成美元，同样要付利息。

用 @0xcryptowizard 话说，你一开仓就成为了“时间的敌人” （因为利息）

传统金融中，如果你在衍生品市场做多/做空，也必须支付类似的借贷成本（借入资产或融资），而永续合约通过资金费率来模拟这种经济行为。 （看到这里是不是觉得Bitmex @CryptoHayes 真的很厉害） 🤣"
1945736130693120000,Thu Jul 17 06:43:38 +0000 2025,06_contracts_short_selling_phil,26,5,4451,6.2,各位久等了 @binance 和 @okx 资金费率的infographic来了
1945711534505857188,Thu Jul 17 05:05:54 +0000 2025,02_contracts_clearing_adl,9,0,1848,6.9,"现在的Web3金融/协议都是建立在“清算”的逻辑之上。比如：AMM提供报价与对手盘；抵押借贷模拟杠杆

但这些设计的前提，是“资产可随时结算”。而潮汕钱庄的逻辑是，“只要债务能持续流转，就不必清算”。

前者是清算驱动，后者是流通驱动。

这就是区块链目前的误区——以为通过锁仓就能构建信任，却忘了现实世界的金融体系，大部分债务压根没法“立刻结清”。

三角债，不是DeFi的副产品，而是人类商业世界多次博弈后的必然结果。商业世界哪有什么独善其身？都是你中有我，我中有你。

真正的金融不是“资产为王”，而是“负债可续”。"
2077758640585634049,Thu Jul 16 14:13:57 +0000 2026,09_trader_mindset_essays,21,2,7265,7.3,"什么叫做：监管的罚单，是看碟下菜的清单

当大机构/传统银行违反了规定，犯事之后，被处以什么样的处罚？

举几个例子给大家直观的感受：

汇丰罚款19.2亿，当年税前利润200亿以上，无人入狱；
Wachovia 罚款1.6亿，约当年利润的2%，无人入狱；
渣打罚款3.4亿+11亿，无人入狱；

ok，你说这个毕竟不是刑事犯罪，没有可比性

那就说2022年Credit Suisse 瑞信 ，替保加利亚可卡因集团洗钱，被刑事定罪，你们猜猜罚金是多少？

——200万瑞郎 （约等于200万美金）+ RM缓刑

但如果放到加密行业呢？（当然这不是同一个罪名，不能这么简单对比，大家看个大概感受一下）

BINANCE的代价，@cz_binance 入狱4个月，罚款43亿；
OKX被罚了5亿；
bitmex罚款1.3亿，Hayes居家服刑

我不敢说加密行业被区别对待，但我实在找不出更好的词来描述这个场景。

手握天平和长剑，朱斯提提亚的脉搏，到底为谁跳动

难道罚款不是惩罚，是费率？！

完整长文：https://t.co/DFAk8X2kYu"
2077681435025215957,Thu Jul 16 09:07:10 +0000 2026,09_trader_mindset_essays,4,0,4482,6.6,"说个我差点笑岔气的事情

我前几天不是发了个招金主赞助我去Aman安缦度假休息几天的贴么…

这两天整理pm，结果来了个这：

给50u在4个推文下留言

😂😂

不是，哥们儿，行情都差到这个程度啦？ 

ps：广告位火热招租ing - 各位金主爸爸妈妈们不要错过啊 https://t.co/ZiJuaM3s4m"
