推文ID,发布时间,JEV评级,JEV得分,点赞量,转推量,浏览量,推文正文,原推链接
1665997600065986561,2023-06-06 08:22:35,C,14,5,0,5232,币圈越来越没劲，骗子多坑多交易所联合割，炒币的老铁们仙女们离开币圈另外的出路和机会是什么？留言一下 https://t.co/AGNobylJos,https://x.com/xiaomustock/status/1665997600065986561
1584985549781487616,2022-10-25 19:09:37,C,14,5,0,0,加密是对物理世界的风险隔离对冲，当大部分人还对新世界的逻辑一无所知的时候，他们正在建桥铺路，虽然寒风彻骨，终点的one piece会千百倍回报于他们 https://t.co/70bB3MQT9f,https://x.com/xiaomustock/status/1584985549781487616
2047214141161820304,2026-04-23 07:21:01,C,14,4,0,3501,@giga_faster 那是俩回事，sbf适用于银行的存款保证金制度，并不上说100%都能提，银行保证总资产大于100%就对了，其他资产可以用于放贷和投资。sbf显然是跟这个一样，它破产清算后总资产都一直远远大于债务100%,https://x.com/xiaomustock/status/2047214141161820304
1653740125233266688,2023-05-03 12:35:45,C,14,4,0,3276,完蛋，我ok挂的1.2的sui要被成交了，撤不了，希望能在跌破1.2之前把okx竞价交易系统修好😂@Cryptosis9_OKX https://t.co/eB8Kg2WFHW,https://x.com/xiaomustock/status/1653740125233266688
1635280243706699779,2023-03-13 14:02:46,C,14,4,1,2782,瑞典倒霉呐，养老金投了三家银行，三家全暴雷，还不如全部梭哈btc https://t.co/ajSYNvUHJm,https://x.com/xiaomustock/status/1635280243706699779
1641011573127884805,2023-03-29 09:37:02,C,14,3,0,2276,今天有很多人收到了ftx发来的赔偿邮件 https://t.co/J8vVJjae5u,https://x.com/xiaomustock/status/1641011573127884805
1602894641330016260,2022-12-14 05:13:57,C,14,2,0,0,sbf可能判刑61万年 https://t.co/ZdctyS6Czw,https://x.com/xiaomustock/status/1602894641330016260
1655575287503941637,2023-05-08 14:08:02,C,14,1,0,1113,ok什么时候开启brc20上币，等不急了😂@Cryptosis9_OKX @Haiteng_okx https://t.co/kxUqu4gKHq,https://x.com/xiaomustock/status/1655575287503941637
2101660487457124448,2026-09-20 13:11:21,C,14,0,0,0,下周的每一天都有美联储的出来讲话,https://x.com/xiaomustock/status/2101660487457124448
1524080053889372161,2022-05-10 17:32:55,C,14,0,0,0,加密还是熊市，不要沉迷，继续装死 https://t.co/K28Sz7oCzo,https://x.com/xiaomustock/status/1524080053889372161
1804562046312419573,2024-06-22 17:08:13,C,13,60,4,43159,"这句话高度赞同：埋头干活带来的新用户可能都不如一个币能拉几十倍制造财富神话后带来的新用户多。
来币圈是来发财的，而不是买一个代币10%释放模型注定买了就铁定亏的猪食。",https://x.com/xiaomustock/status/1804562046312419573
1869958179712532856,2024-12-20 04:09:06,C,13,59,5,33412,克服人性的恐惧和贪婪，每次暴跌的时候，要大声告诉自己，比特币是未来黄金，是普通人对抗各国央行瞎几把印钞增发法币的唯一工具，怕个jb,https://x.com/xiaomustock/status/1869958179712532856
1860745991626035342,2024-11-24 18:03:10,C,13,59,7,52450,Rif&amp;uro，DeSci真的给加密带来了点不一样的东西，不是单纯的pvp赌场，也可能对人类科技做点帮助。,https://x.com/xiaomustock/status/1860745991626035342
1772795464603295745,2024-03-27 01:19:10,C,13,45,8,74990,朝鲜黑客也太强了，币圈大多数被盗都是朝鲜黑客，是黑客甩锅到所有国家法律对它都无效的朝鲜，还是真是朝鲜黑客,https://x.com/xiaomustock/status/1772795464603295745
1769713748787462372,2024-03-18 13:13:32,C,13,43,1,43377,sol链上的meme硬顶越来越大，1万到十几万sol了,https://x.com/xiaomustock/status/1769713748787462372
1885754991706612130,2025-02-01 18:20:00,C,13,42,5,52376,最好赚钱的行情，币圈这几个月都是非常好赚钱的状态。热点唯一单一全市场每次只炒一个，老表们觉得这几天唯一热点又是什么，打在评论区,https://x.com/xiaomustock/status/1885754991706612130
1738992791756435596,2023-12-24 18:39:25,C,13,42,3,30916,@phyrexni 必通过的事情，只是时间节点问题，所有etf选择托管的场所很有限，只能放cb，有美国牌照的就是爷，coin值1000刀，我也捏着没卖,https://x.com/xiaomustock/status/1738992791756435596
1917878478332215522,2025-05-01 09:47:16,C,13,41,3,67196,"收益30%长期践行加仓btc，
无脑买，不管涨跌，
法币无下限，btc无上限.",https://x.com/xiaomustock/status/1917878478332215522
2021450819292520954,2026-02-11 05:06:46,C,13,34,3,33502,"币圈确实有历史的,
大资金最好放在链上钱包，
交易所之间都没太大区别，
别相信任何CEX交易所，要相信自己，
钱在自己钱包里才是你的.",https://x.com/xiaomustock/status/2021450819292520954
1846593366395588616,2024-10-16 16:45:41,C,13,34,7,33514,rwa是未来币圈可见的流动性增量,https://x.com/xiaomustock/status/1846593366395588616
1990281886707667271,2025-11-17 04:52:34,C,13,33,3,51319,"现在币圈的理财打新陷阱太多了，
一样需要注意小字部分.
争取活到下一轮牛市.",https://x.com/xiaomustock/status/1990281886707667271
1886436482258280852,2025-02-03 15:28:00,C,13,28,1,27351,爽起来了，sol回本了我擦,https://x.com/xiaomustock/status/1886436482258280852
1805219466261004728,2024-06-24 12:40:34,C,13,27,0,53718,赔偿是17年卖出来的现金和剩余的btc，方案早已定了。假消息,https://x.com/xiaomustock/status/1805219466261004728
1974829983102382325,2025-10-05 13:32:13,C,13,26,0,20300,btc多单没跑赚的还回去了💀,https://x.com/xiaomustock/status/1974829983102382325
1971105922878685308,2025-09-25 06:54:08,C,13,21,0,33883,币股没人买单了，eth想不跌都难,https://x.com/xiaomustock/status/1971105922878685308
2056041166559207596,2026-05-17 15:56:28,C,12,144,0,18212,@CryptoApprenti1 现在币圈就是交易所搞得流水线诈骗盘，把大部分人都坑走，就剩交易所老板嘴里假装build当婊子立牌坊骗散户快来。,https://x.com/xiaomustock/status/2056041166559207596
2071828868441559503,2026-06-30 05:31:09,C,12,98,0,16937,@Ice_Frog666666 币圈就是vc空投上币，然后找傻逼接盘，纯诈骗市场。,https://x.com/xiaomustock/status/2071828868441559503
2009280751548670295,2026-01-08 15:07:16,C,12,84,0,11857,"@Xiaoniu6161 这个币圈大环境就这俩口子搞坏搞臭的，
有良心都公关不了",https://x.com/xiaomustock/status/2009280751548670295
1891354851218432264,2025-02-17 05:11:50,C,12,38,4,44370,"cz如果上台发言的话.
cz：大力发展迪拜加密电诈园区，创新割韭菜新模式…..",https://x.com/xiaomustock/status/1891354851218432264
1602319197677109248,2022-12-12 15:07:21,C,12,9,4,0,币安正在发生大量以太坊流出 #binance https://t.co/N6a0i7FktZ,https://x.com/xiaomustock/status/1602319197677109248
1639746434516877313,2023-03-25 21:49:49,C,12,1,0,1124,"7.链游gamefi打金.....全死完了没活的
8.合约....熊市里亏光牛市仅剩资金最快的方法，谁玩谁知道",https://x.com/xiaomustock/status/1639746434516877313
1602685727115907072,2022-12-13 15:23:48,C,12,0,0,0,有没有专业人士说一下，币圈要饭能活几天？#crypto https://t.co/juLQFQ8OQP,https://x.com/xiaomustock/status/1602685727115907072
1975776748274065624,2025-10-08 04:14:19,C,11,30,1,16676,简体，繁体，写，小写，sol，b，e链,https://x.com/xiaomustock/status/1975776748274065624
2070349378108485983,2026-06-26 03:32:11,C,11,27,0,5643,@eastweb3eth 不用数据，几乎每天熔断，不是往上就是往下，有些天早晨往上下午往下,https://x.com/xiaomustock/status/2070349378108485983
1772505547431964704,2024-03-26 06:07:08,C,11,27,0,7736,@MaxShia_BTC 觉得是无脑黑屏蔽好了，我觉得他们说的对，ok链当时那些土狗币就是你发的。,https://x.com/xiaomustock/status/1772505547431964704
1946040987593118067,2025-07-18 02:55:01,C,11,25,0,18173,"@butaidongjiaoyi 老表你的卧槽，sbet24号股东会议通过会再增加125万个eth以上的盘买…..
这个相当于左脚踩右脚了，难跌",https://x.com/xiaomustock/status/1946040987593118067
2022160111805051226,2026-02-13 04:05:15,C,11,21,3,15610,"估计几年后ai足够自主智能了，
会用crypto建立一套AI自己的金融系统.
现在清一色都是骗局，诈骗犯发的诈骗项目，全是垃圾.",https://x.com/xiaomustock/status/2022160111805051226
1592154037893615618,2022-11-14 13:54:38,C,11,10,1,0,cz直播：我们还在熊市，如果交易所没有足够的稳定币，非常危险！暴跌📉,https://x.com/xiaomustock/status/1592154037893615618
1894287752503672850,2025-02-25 07:26:09,C,11,1,0,763,@btcdoge33 国内参数对比更广，肯定会拿一堆车做对比.如果让老美自己人知道对比后的体验感比较差，特斯拉股价就完蛋了.,https://x.com/xiaomustock/status/1894287752503672850
1942634736595431755,2025-07-08 17:19:48,C,11,0,0,3125,@diamondhandjs 只是相比btc微策略，因为btc没法质押产生利息帮忙解决融资利息.,https://x.com/xiaomustock/status/1942634736595431755
1987541599736467882,2025-11-09 15:23:38,C,10,34,0,15404,@DeFi8362 如果是早知道有批判这些资本主义腐化的女性罪证的机会我一定要去一趟，对棒子一顿棍棒教育,https://x.com/xiaomustock/status/1987541599736467882
1772551209309946096,2024-03-26 09:08:35,C,10,19,3,41205,拿着btc真能降低对未来的焦虑感,https://x.com/xiaomustock/status/1772551209309946096
1821200226192863644,2024-08-07 15:02:24,C,10,14,1,33008,也就是剩余2.8万枚左右eth，这数量不多,https://x.com/xiaomustock/status/1821200226192863644
1936731291845808189,2025-06-22 10:21:37,C,10,13,0,2458,@wangfeifei3448 现在的币圈跟以前不一样，很长时间才有一个币大家一起交易，现在都是流水线阴谋盘，你钱多你玩你买呗，谁跟你是兄弟，我兄弟没有买山寨币的，都是做空山寨的.,https://x.com/xiaomustock/status/1936731291845808189
1635285823871684611,2023-03-13 14:24:57,C,10,3,0,1466,金融危机对应着比特币第二纪元来了，马上梭哈，不然穷的稳定😂 https://t.co/xRHKj8v4oI,https://x.com/xiaomustock/status/1635285823871684611
2016021811553829086,2026-01-27 05:33:50,C,10,2,0,35620,@bencongQKL 也很好，就是流动性太差了，每天交易量几百万刀，但是买的不多没啥影响.,https://x.com/xiaomustock/status/2016021811553829086
1669142457488134144,2023-06-15 00:39:07,C,10,1,0,2814,韩国最大比特币借贷平台暴雷 https://t.co/QNHM6ogIuF,https://x.com/xiaomustock/status/1669142457488134144
2090360916877664495,2026-08-20 08:50:54,C,10,0,0,0,"市场开始拥抱加密黄金炒美债危机叙事，
抛弃了存储科技。",https://x.com/xiaomustock/status/2090360916877664495
1955126380896850220,2025-08-12 04:37:08,C,9,61,4,40519,哥们你这真是，山寨币的白皮书有啥研究的😂都是AI生成了，流水线,https://x.com/xiaomustock/status/1955126380896850220
1750691904550047989,2024-01-26 01:27:30,C,9,33,0,30902,@bitfish 接下来的大雷，cb被盗，贝莱德和灰度etf资产被清空,https://x.com/xiaomustock/status/1750691904550047989
1785689369971753111,2024-05-01 15:14:56,C,9,25,1,35533,😭没事，整个币圈现在基本上都一样，没几个赚钱的。,https://x.com/xiaomustock/status/1785689369971753111
1821262666775851461,2024-08-07 19:10:31,C,9,21,0,38291,@aoi_sola 我是你粉丝，可以回关嘛，每一部电影都看过,https://x.com/xiaomustock/status/1821262666775851461
1985184449244647716,2025-11-03 03:17:10,C,8,19,0,6126,@1912212eth @cz_binance 买200万，然后开空5000万，这怎么看也不正常,https://x.com/xiaomustock/status/1985184449244647716
1971227433102881069,2025-09-25 14:56:58,C,8,19,0,8636,@thankUcrypto 每个人的操作风格都有周期，时机来了老表币圈留的一样小钱也能乘风起.,https://x.com/xiaomustock/status/1971227433102881069
1996208464729883086,2025-12-03 13:22:40,C,8,18,3,19724,YZi Labs 指控BNC资产管理公司10X 违反协议并试图放弃BNB财库转向其它加密货币等破坏性行为,https://x.com/xiaomustock/status/1996208464729883086
1942023738167587290,2025-07-07 00:51:54,C,8,16,0,13748,@Ethan_November1 一样，还没见过身边有人被收税,https://x.com/xiaomustock/status/1942023738167587290
1902749864766906415,2025-03-20 15:51:33,C,8,15,0,18748,@cishanjia @BTCBruce1 @xiejiayinBitget 好眼力，没时间去济州岛,https://x.com/xiaomustock/status/1902749864766906415
2046140338058960917,2026-04-20 08:14:06,C,8,11,0,7665,@memeking171 想多了，我币圈除了给家里人留的btc，早爆没离场了，不再炒币,https://x.com/xiaomustock/status/2046140338058960917
2018594722412183644,2026-02-03 07:57:40,C,8,10,0,3735,@junjieBTC 那些垃圾人不搭理他们就可以了，没必要给他们流量.我从来不碰任何人钱，不需要对任何人的亏盈负责.,https://x.com/xiaomustock/status/2018594722412183644
1919295343398678697,2025-05-05 07:37:23,C,8,10,0,6746,@0xcryptowizard 全世界除了文艺复兴的老头子就巴菲特了.但是西蒙斯这个狗叼不公开自己的手法，垃圾，远远不如巴菲特.,https://x.com/xiaomustock/status/1919295343398678697
1983171776449536028,2025-10-28 13:59:31,C,8,9,0,6552,@Elizabethofyou 其实跟之前没啥区别，几千万和几个亿差别不会特别大.只要不是买湾流你一样可以干任何想干的事情.,https://x.com/xiaomustock/status/1983171776449536028
1940710823502164223,2025-07-03 09:54:51,C,8,8,0,2445,@lincolnstark5 最初的币圈可以称作是加密朋克，他们天生的对政府货币不信任，一直在创造一种完美货币，直到中本聪的btc诞生.,https://x.com/xiaomustock/status/1940710823502164223
1987837325284680101,2025-11-10 10:58:45,C,8,5,0,1905,@GalalaWen 不太对，这么说那eth不是穷的人的eth，这个未来王国跟贫困的人无关.他这个手续费水平不足够让普通人都进来玩.,https://x.com/xiaomustock/status/1987837325284680101
1997657140077416560,2025-12-07 13:19:11,C,8,4,0,6081,@BTCBruce1 这钱花在老婆孩子父母身上不好吗，与其借给他们不如给父母置办套新家具,https://x.com/xiaomustock/status/1997657140077416560
1935395230125277591,2025-06-18 17:52:35,C,8,4,0,1837,@Elizabethofyou 就是太难抢，上半年就开始要强，下半年都没好房间了，别人弃票啥的末班车,https://x.com/xiaomustock/status/1935395230125277591
1710154585342722457,2023-10-06 04:46:40,C,8,3,0,4282,@liping007 太贪婪了这些交易所，13年的交易所有魄力免手续费，到了现在熊市这些交易所某安居然越收越高,https://x.com/xiaomustock/status/1710154585342722457
1706637313705451743,2023-09-26 11:50:18,C,8,3,0,4410,@cz_binance Ft…..ftx…….htx…….x is next？🤣,https://x.com/xiaomustock/status/1706637313705451743
2060329004213706898,2026-05-29 11:54:48,C,8,2,0,2411,@WallStreet0Name @shanhuhai5739 资金分区，我不混用。况且国内的qdii基金etf收益也不差,https://x.com/xiaomustock/status/2060329004213706898
2017211965194858564,2026-01-30 12:23:05,C,8,2,0,1660,@wj_showtime @Goupenguin 没看懂吗，最后一句话，币安买的btc也是cz的,https://x.com/xiaomustock/status/2017211965194858564
1955531950694994050,2025-08-13 07:28:43,C,8,2,0,2375,@skyguoCypherium 狭隘了，btc和eth不同赛道,https://x.com/xiaomustock/status/1955531950694994050
1952248123486769552,2025-08-04 05:59:58,C,8,2,0,735,"@Viktori44309211 是这样，玩btc和eth足够了.
慢就是快",https://x.com/xiaomustock/status/1952248123486769552
1656197005704671237,2023-05-10 07:18:31,C,8,2,0,704,@DeFi8362 技术问题，会以太坊开发的多，能懂btc链的寥寥无几，群里的熊猫都搞不懂,https://x.com/xiaomustock/status/1656197005704671237
1987550283074023482,2025-11-09 15:58:09,C,8,1,0,4710,@DegenAllinBTC @cz_binance @heyibinance @sisibinance 我没玩,https://x.com/xiaomustock/status/1987550283074023482
1951533774929604873,2025-08-02 06:41:24,C,8,1,0,1181,@linwanwan823 美股币圈一起跌，这俩天开始etf持续流出，等流入在干吧,https://x.com/xiaomustock/status/1951533774929604873
1804761053856935974,2024-06-23 06:19:00,C,8,1,0,7748,@Btcxiaoyuan 还有意大利吊灯，托马斯旋转，老汉推车，观音坐莲，火车便当。,https://x.com/xiaomustock/status/1804761053856935974
1705905651690484091,2023-09-24 11:22:56,C,8,1,0,2313,@shequjuncrypto 好玩的，没恐惧🤣爆仓都经历过多少次，这个没有爆仓的时候心跳快🤣,https://x.com/xiaomustock/status/1705905651690484091
1902873534701113353,2025-03-21 00:02:59,C,8,0,0,3172,@0xMayyy @BTCBruce1 @xiejiayinBitget @cishanjia 上去绑了，一辈子不愁吃喝😂,https://x.com/xiaomustock/status/1902873534701113353
1821149997116862811,2024-08-07 11:42:49,C,8,0,0,1385,@DaDaDaJN 估计是关系户贪没的eth，当年很多e是转给了一个认证地址bidesk,https://x.com/xiaomustock/status/1821149997116862811
1706746848042434745,2023-09-26 19:05:33,C,8,0,0,461,@btc888w 你长得漂亮还是会的活多…..为什么会萌生出我会带你回本,https://x.com/xiaomustock/status/1706746848042434745
1658517677563088897,2023-05-16 17:00:02,C,8,0,0,131,@jackji19598319 自己把地址私钥换个地方导入钱包看看，一般不可能出现转了btc不见，说不定显示问题,https://x.com/xiaomustock/status/1658517677563088897
1632070101322326021,2023-03-04 17:26:49,C,8,0,0,1336,联合这一条推特，crypto+ai=agix=singularity nft，冲agix，首富进厂了,https://x.com/xiaomustock/status/1632070101322326021
2077611831926112340,2026-07-16 04:30:35,C,7,60,1,10563,@eastweb3eth 以后这辈子不想碰韩国人的股票，都是精神病,https://x.com/xiaomustock/status/2077611831926112340
2031927618975768871,2026-03-12 02:57:50,C,7,56,1,14430,@Goupenguin 屏蔽拉黑cz俩口子诈骗犯，crypto风气就被这俩口子搞臭的，俩颗老鼠屎坏了一锅汤,https://x.com/xiaomustock/status/2031927618975768871
2016513482531930598,2026-01-28 14:07:33,C,7,52,3,6022,@BidaoOfficial @cz_binance @heyibinance 真不冤，币圈就是被他俩口子干死的,https://x.com/xiaomustock/status/2016513482531930598
1772503255416778795,2024-03-26 05:58:02,C,7,50,0,19120,@MaxShia_BTC 嗯，我听风就是雨，宁可信其有,https://x.com/xiaomustock/status/1772503255416778795
2062024236609294476,2026-06-03 04:11:03,C,7,45,0,6410,@ViewsOfChris 比特币被cz俩口子操纵成了上世纪的猴票，很贵但没人买。没有去中心了，这俩口子就是中心,https://x.com/xiaomustock/status/2062024236609294476
2029463577342689359,2026-03-05 07:46:37,C,7,31,0,9737,"@CryptoSociety42 最符合这种描述的就是孔剑平这种货色。
背景身份包装的人五人六，干的都是割脚底板的活。",https://x.com/xiaomustock/status/2029463577342689359
2011037548257427625,2026-01-13 11:28:09,C,7,29,0,5623,"@skyguoCypherium 这次应该是武装行动，跟委内瑞拉不一样，肯定会对原油有影响，上涨，贵金属上涨，加密货币方便资产转移肯定也上涨.
利空的东西不多.",https://x.com/xiaomustock/status/2011037548257427625
2029622982566670336,2026-03-05 18:20:02,C,7,28,1,6702,@CryptoKobe92 @heyibinance @star_okx cz已经被舔狗包围了，都是老鼠仓,https://x.com/xiaomustock/status/2029622982566670336
1988092759216136676,2025-11-11 03:53:45,C,7,27,0,6816,@_FORAB 币圈都是诈骗捞钱来的多，别说币价对赌，就是真赚钱也跟持币投资者毫无关系，比如人渣禽兽项目方form,https://x.com/xiaomustock/status/1988092759216136676
2018620841488220167,2026-02-03 09:41:27,C,7,21,0,5818,@BTCdayu 这个阶段好标相比去年难找了.被市场挖掘和炒作的太彻底.,https://x.com/xiaomustock/status/2018620841488220167
2021886498749264056,2026-02-12 09:58:00,C,7,20,0,4557,@CryptoSociety42 这行业说好听他们是项目方，说不好听都是诈骗犯，恶臭，还是搞股票算了.,https://x.com/xiaomustock/status/2021886498749264056
2020504498872136169,2026-02-08 14:26:26,C,7,20,0,12203,@colinwu 留下来了Claude，加密圈的钱给投了种子轮有了现在的Claude,https://x.com/xiaomustock/status/2020504498872136169
2031390954209554890,2026-03-10 15:25:19,C,7,13,0,9138,@Chrisshiejc 如果不是流动性太差劲我也想梭，只能搞ewy,https://x.com/xiaomustock/status/2031390954209554890
1980202172043423798,2025-10-20 09:19:22,C,7,5,0,1652,@dishangBTC 好心提示如果有问题，那活该亏钱.,https://x.com/xiaomustock/status/1980202172043423798
1949309789558992943,2025-07-27 03:24:04,C,7,2,0,4615,@Elizabethofyou 如果非要去欧洲玩最推荐去哪玩,https://x.com/xiaomustock/status/1949309789558992943
1944621035523059942,2025-07-14 04:52:38,C,7,2,0,2726,@br817244 如果sbf出来搞dfdv那就起飞.,https://x.com/xiaomustock/status/1944621035523059942
1804919942288162846,2024-06-23 16:50:22,C,7,1,0,2199,@sMChDs71isv26bJ 币圈被包装好搞诈骗还没法律责任，所以排队趋之若鹜,https://x.com/xiaomustock/status/1804919942288162846
1639151331406409729,2023-03-24 06:25:06,C,7,0,0,181,@neego_pro 嗯嗯，这几天眼红的都开始勤奋了😂币圈发不了财真特么是因为懒,https://x.com/xiaomustock/status/1639151331406409729
2017836348267536806,2026-02-01 05:44:09,C,6,16,0,20957,@joakja 加密是没得看了，估计周一白银黄金不管跌的幅度大与小都要开始反弹一波大的.,https://x.com/xiaomustock/status/2017836348267536806
2016023303727808590,2026-01-27 05:39:46,C,6,11,0,38032,@BNBgas 对，这个相对好一些，交易量流动性很足,https://x.com/xiaomustock/status/2016023303727808590
1821196141243068828,2024-08-07 14:46:10,C,6,9,1,23625,引用一下：纽约联储发的一个报告，说以太坊配合了制裁。,https://x.com/xiaomustock/status/1821196141243068828
1942498473695424874,2025-07-08 08:18:20,C,5,34,1,21905,@thankUcrypto 再干个独栋别墅，整俩萝莉保姆,https://x.com/xiaomustock/status/1942498473695424874
1976902191756853595,2025-10-11 06:46:26,C,5,28,1,20291,@CryptoApprenti1 @okx 节哀，我也亏了把大的,https://x.com/xiaomustock/status/1976902191756853595
1935578549693661201,2025-06-19 06:01:02,C,4,19,0,3806,@0xchuiyang 好言难劝该死的鬼，你愿意拿你就拿着，家里钱多呗.我今年就一直做空山寨.,https://x.com/xiaomustock/status/1935578549693661201
1983409204036809189,2025-10-29 05:42:58,C,4,15,0,3273,@kice24eth 说到点子上了，都是抽血的,https://x.com/xiaomustock/status/1983409204036809189
2084243202547359820,2026-08-03 11:41:17,C,4,14,0,18025,当时这个特斯拉的合约图是我用btc合约给改的😂,https://x.com/xiaomustock/status/2084243202547359820
1937801220908859856,2025-06-25 09:13:08,C,4,14,0,14279,@thankUcrypto 恭喜恭喜👍老表这个速度太快了，我这个号俩年了都才这点.你这三个月10万我日.,https://x.com/xiaomustock/status/1937801220908859856
1935994423181295953,2025-06-20 09:33:34,C,4,14,0,9477,@CryptoSociety42 他21年前在抹茶大户群发了一大堆垃圾币割韭菜.,https://x.com/xiaomustock/status/1935994423181295953
1772487008276918464,2024-03-26 04:53:28,C,4,13,0,13892,@CryptosLaowai @VT_BNB 币圈每天发生的事都可以天天上脱口秀,https://x.com/xiaomustock/status/1772487008276918464
2004076983815491758,2025-12-25 06:29:21,C,4,12,0,5880,@CryptoApprenti1 @cz_binance 或者可能拿自己免费的币卖出来的钱，拿来个渣渣买一下，吸引韭菜方便自己操盘.,https://x.com/xiaomustock/status/2004076983815491758
1973294370033131906,2025-10-01 07:50:14,C,4,12,0,6786,@Elizabethofyou 拿腰子换币,https://x.com/xiaomustock/status/1973294370033131906
2024899326817034361,2026-02-20 17:29:54,C,4,10,0,5124,@thankUcrypto 咱不能咬狗，别搭理这些叼毛，看那些叼毛降智言论，想评论一下想想可笑算了。,https://x.com/xiaomustock/status/2024899326817034361
2016024968958722097,2026-01-27 05:46:23,C,4,9,0,2122,@xqt1688 cz俩口子把币圈人割没了，流动性都到他兜里了，怎么涨,https://x.com/xiaomustock/status/2016024968958722097
1954380244573696043,2025-08-10 03:12:15,C,4,9,0,6381,"@Ru7Longcrypto 这是为数不多我们难以自己选择的事情，
寻找自己爱的人和爱自己的一群人.
世界少了谁都会转，你的生活也一样🌈",https://x.com/xiaomustock/status/1954380244573696043
1772495400177742291,2024-03-26 05:26:49,C,4,9,0,3747,@Bingege888 币圈的傻逼含量至少60%，赚钱太容易了，很多人没辨识能力，和财富相匹配的认知。,https://x.com/xiaomustock/status/1772495400177742291
2046499639093084489,2026-04-21 08:01:50,C,4,8,0,4583,@Kelly88Eth 这么早卧槽,https://x.com/xiaomustock/status/2046499639093084489
2030359256294441314,2026-03-07 19:05:43,C,4,8,0,6629,@wuliao_btc 存储没问题，这些赎回主要是AI冲击的软件股,https://x.com/xiaomustock/status/2030359256294441314
1974873637321916905,2025-10-05 16:25:41,C,4,8,0,4116,"@Elizabethofyou 太勇敢了👍👍
我也想继续到处读读书，英语太烂😂",https://x.com/xiaomustock/status/1974873637321916905
1973430541488889880,2025-10-01 16:51:20,C,4,8,0,4390,"@Ru7Longcrypto 我打开app以为看错了，价格0.95了..
没1.05又跌十个点，节哀😂",https://x.com/xiaomustock/status/1973430541488889880
2017157680465695110,2026-01-30 08:47:22,C,4,7,0,4804,@daidaibtc 币圈的融资2亿实际可能10%都没有,https://x.com/xiaomustock/status/2017157680465695110
1937739711495155920,2025-06-25 05:08:43,C,4,7,0,10164,@chaoge_btc 公司有钱不代表有技术😂老表叼，这技术水平不一般呐.,https://x.com/xiaomustock/status/1937739711495155920
1938830243344662865,2025-06-28 05:22:06,C,4,6,0,10399,@Elizabethofyou 展开讲讲这个是不是跟ip有关？,https://x.com/xiaomustock/status/1938830243344662865
1934551765120405904,2025-06-16 10:00:57,C,4,6,0,3527,@BTCdayu btc真是唯一真正意义上属于普通人的财富，其他的都是被托管.,https://x.com/xiaomustock/status/1934551765120405904
2024508968559923693,2026-02-19 15:38:46,C,4,5,0,5976,@junjieBTC 基本上是，半年没炒币了,https://x.com/xiaomustock/status/2024508968559923693
1980201412354285910,2025-10-20 09:16:21,C,4,5,0,4326,@dishangBTC 你就说那天4亿卖的有没有问题？,https://x.com/xiaomustock/status/1980201412354285910
1960991356194542056,2025-08-28 09:02:27,C,4,5,0,1282,@CryptoSociety42 这叼毛能坚持不懈做一件事情搞一个币，这点来看他还是挺牛，但割韭菜也是真割，插针，黑余额，加p等等.,https://x.com/xiaomustock/status/1960991356194542056
1946139126018805892,2025-07-18 09:24:59,C,4,5,0,6243,@jason_chen998 😂😂😂老表内心被eth摧残的死去活来.,https://x.com/xiaomustock/status/1946139126018805892
1943342575416676751,2025-07-10 16:12:30,C,4,5,0,4540,@Elizabethofyou 世界属于勇敢者,https://x.com/xiaomustock/status/1943342575416676751
2031390569751261670,2026-03-10 15:23:47,C,4,4,0,4032,@GebidegouEth 包装的好，风险规避干净了可能,https://x.com/xiaomustock/status/2031390569751261670
1985325848254369843,2025-11-03 12:39:02,C,4,4,0,2227,@3ethtomoon 一模一样,https://x.com/xiaomustock/status/1985325848254369843
2004550263194161569,2025-12-26 13:50:00,C,4,3,0,1755,@52Hz_eth 终生投资,https://x.com/xiaomustock/status/2004550263194161569
1979795622707568909,2025-10-19 06:23:53,C,4,3,0,3856,@Elizabethofyou 这是勇敢,https://x.com/xiaomustock/status/1979795622707568909
1973013941837345028,2025-09-30 13:15:55,C,4,3,0,4320,@Elizabethofyou 真诚是必杀技,https://x.com/xiaomustock/status/1973013941837345028
1953873352357294170,2025-08-08 17:38:03,C,4,3,0,880,@CryptoSociety42 @cain_bnb 之前青岛也是，青岛专门给韩国棒子留了地方来了一大堆搞企业，也都走了.,https://x.com/xiaomustock/status/1953873352357294170
1942541273921167653,2025-07-08 11:08:25,C,4,3,0,2173,@Ethan97235902 很多人上当主要cz发推推说了好多次.,https://x.com/xiaomustock/status/1942541273921167653
1938835781587488955,2025-06-28 05:44:06,C,4,3,0,1652,@Elizabethofyou base哪个地方的ip最多,https://x.com/xiaomustock/status/1938835781587488955
1938829952662507801,2025-06-28 05:20:57,C,4,3,0,6303,@Elizabethofyou 你这发的真多,https://x.com/xiaomustock/status/1938829952662507801
1936792986815492566,2025-06-22 14:26:46,C,4,3,0,1309,@langting22 难道不是实话，币圈的哪个新币流水线的山寨不是一路跌，举个例子？,https://x.com/xiaomustock/status/1936792986815492566
1919396186299007168,2025-05-05 14:18:06,C,4,3,0,521,"@CryptoDabai 不用电脑，就是手机点俩下.
出门玩也都是手机点俩下.
电脑前坐个吊，彩逼工具多",https://x.com/xiaomustock/status/1919396186299007168
