推文ID,发布时间,JEV评级,JEV得分,点赞量,转推量,浏览量,推文正文,原推链接
2084241849322197282,2026-08-03 11:35:54,C,17,109,4,130069,"伟大的川沐一年前给交易所指明了方向，
现在每个交易所都这样了。",https://x.com/xiaomustock/status/2084241849322197282
1734764638158590070,2023-12-13 02:38:14,C,17,105,2,294862,抄底，涨上去卖给傻逼,https://x.com/xiaomustock/status/1734764638158590070
1944621629130301904,2025-07-14 04:55:00,C,17,104,7,166114,"币股的话我们炒币的掌握信息差，
优势比他们纯炒股的优势大很多.",https://x.com/xiaomustock/status/1944621629130301904
2084598196257603847,2026-08-04 11:11:54,C,17,103,2,108004,光猛归猛一个都不敢买，业绩太虚了。,https://x.com/xiaomustock/status/2084598196257603847
2016922498395414828,2026-01-29 17:12:50,C,17,102,6,98493,就这俩天了，美国百分之百打伊朗🇮🇷,https://x.com/xiaomustock/status/2016922498395414828
1752985165855633705,2024-02-01 09:20:07,C,17,96,2,91481,币安这个新币jup市值太高了8亿美金，不好参与。这些天都没看到啥好的交易机会,https://x.com/xiaomustock/status/1752985165855633705
1836081202081706180,2024-09-17 16:34:05,C,17,89,5,143718,neiro赶紧崩盘吧，求求了，看着真难受。,https://x.com/xiaomustock/status/1836081202081706180
1944096770163622156,2025-07-12 18:09:24,C,17,86,0,869662,亏麻，pump这叼毛市值也能拉我日啊.,https://x.com/xiaomustock/status/1944096770163622156
1941688195344986153,2025-07-06 02:38:35,C,17,83,5,323575,"最后一句写太好了.

我们讨厌和害怕赌狗，是讨厌和害怕曾经的自己。",https://x.com/xiaomustock/status/1941688195344986153
2053398348489474183,2026-05-10 08:54:51,C,17,80,8,171421,Anthropic老板上周采访说，他以为是AI是每年10倍在增长，没想到是80倍。,https://x.com/xiaomustock/status/2053398348489474183
1967596370086461926,2025-09-15 14:28:25,C,17,42,5,44990,美版的校园贷 $SOFI 是真强，日日升. https://t.co/cfHu3V9XC8,https://x.com/xiaomustock/status/1967596370086461926
1950899493341421823,2025-07-31 12:40:59,C,17,28,6,23370,今晚 $FIG 上市，超募40倍，远超今年最吊的crcl的20倍超募. https://t.co/RT0cnaaG9n,https://x.com/xiaomustock/status/1950899493341421823
1978166349345005778,2025-10-14 18:29:44,C,17,26,1,28870,"特朗普：我喜欢美元.
特朗普会不会直接拿政府钱投资个 $crcl 吧 https://t.co/Zj7j5xcih8",https://x.com/xiaomustock/status/1978166349345005778
1945479254788956447,2025-07-16 13:42:54,C,17,26,2,77627,今天爽点由 $CRCL 提供 https://t.co/T6EZAWIsc8,https://x.com/xiaomustock/status/1945479254788956447
1939875924390076568,2025-07-01 02:37:16,C,17,24,2,77651,$HOOD 太猛了，夜盘要100了. https://t.co/HeQFGh6u9v,https://x.com/xiaomustock/status/1939875924390076568
1706744407645655511,2023-09-26 18:55:51,C,17,24,0,19658,怎么全是学我500u挑战的🤣老表们都来点新意，出去玩了十几天没弄小号，目前还是3800多u https://t.co/ZIHLofYAek,https://x.com/xiaomustock/status/1706744407645655511
1943665977499263043,2025-07-11 13:37:35,C,17,23,2,50083,$MP 49.3全卖了，舒服. https://t.co/HmVrYUzWsm,https://x.com/xiaomustock/status/1943665977499263043
1974747799137976430,2025-10-05 08:05:39,C,17,22,1,14954,"很遗憾没能见到老表们，新加坡没玩到，看你们都玩的这么开心羡慕上了.
出门前还拿了解酒药上科技拼酒量😂 https://t.co/xLoagrQOjc",https://x.com/xiaomustock/status/1974747799137976430
1919440498613199186,2025-05-05 17:14:11,C,17,22,5,53123,"这就是做推特的好处，推特也是一种投资，长期复利收益.
每个散户都可以努力做推特做出结果",https://x.com/xiaomustock/status/1919440498613199186
1947721629037183024,2025-07-22 18:13:17,C,17,21,1,33902,$CRWV 翻转乾坤 https://t.co/0gRHfERDPp,https://x.com/xiaomustock/status/1947721629037183024
1955279241592844525,2025-08-12 14:44:33,C,17,20,1,18543,"这三个put能走到对岸吗？
卖了140amd，190goog，250unh的三个put. https://t.co/ypk0yCGVtB",https://x.com/xiaomustock/status/1955279241592844525
1706713151062884492,2023-09-26 16:51:39,C,17,20,1,8430,做交易买卖币别信任何人，理论上所有人互相之间都是对手盘，包括我和任何人，或者whoever和我，除非他是你的好朋友可以跟你同步操作 https://t.co/LJwE2qUwlZ,https://x.com/xiaomustock/status/1706713151062884492
1940429095239917619,2025-07-02 15:15:22,C,17,16,1,126028,再补仓1万 $CNC 这垃圾股不会把我搞死吧 https://t.co/WwCgc1ya6c,https://x.com/xiaomustock/status/1940429095239917619
1942785588907892984,2025-07-09 03:19:14,C,17,13,1,120605,夜盘 $sbet 到了17.3刀.再融资估计轻轻松松20刀 https://t.co/hdQKZl9qTR,https://x.com/xiaomustock/status/1942785588907892984
1940817188996424186,2025-07-03 16:57:31,C,17,13,2,113746,$SRM 8到跑了6万股，剩3万. https://t.co/MV5QT5ngKw,https://x.com/xiaomustock/status/1940817188996424186
1934584687059755352,2025-06-16 12:11:46,C,17,13,5,91806,彻底踏空 $CRCL https://t.co/e7wFRsCLk1,https://x.com/xiaomustock/status/1934584687059755352
1943329054914154777,2025-07-10 15:18:46,C,17,12,2,118064,$MP 干了5万，刚补了2万，43.53 https://t.co/LPAGbmZuB1,https://x.com/xiaomustock/status/1943329054914154777
1947652002718355482,2025-07-22 13:36:37,C,17,11,1,91890,买入 $crwv https://t.co/qP0mvrfXxq,https://x.com/xiaomustock/status/1947652002718355482
2080285184080118126,2026-07-23 13:33:32,C,17,0,0,0,"最近亏的也不想说话了，
早晨看完梁文锋的这个总结觉得有意思的点划了一下。做个记录。",https://x.com/xiaomustock/status/2080285184080118126
2068258650624565488,2026-06-20 09:04:23,C,16,260,4,34742,@wufantouzi 别在粪坑游泳了,https://x.com/xiaomustock/status/2068258650624565488
1950212385861431731,2025-07-29 15:10:40,C,16,75,17,60588,重新审视，我朋友讲，投资，慢就是快，曾经143干的amd都180了，不好好拿着跳来跳去搞小票想着赚快钱，回头他娘的赚是赚的快了点，亏得也快.,https://x.com/xiaomustock/status/1950212385861431731
2054905161714438411,2026-05-14 12:42:23,C,16,69,3,115885,评论区来个大神制作一个马斯克晚上酒店学中文被警察抓到的照片，马斯克说我在学外语你们出去。😂,https://x.com/xiaomustock/status/2054905161714438411
1986268770298699973,2025-11-06 03:05:52,C,16,65,4,42438,如果是币安问题，不赔坚持维权坚持闹，占理不赔为什么不闹不维权.,https://x.com/xiaomustock/status/1986268770298699973
2011038076756545849,2026-01-13 11:30:15,C,16,47,2,128874,乌克兰美国的全面撤侨令12天后开打，估计真是1月底前美国或者以色列开始对伊朗进行军事打击.,https://x.com/xiaomustock/status/2011038076756545849
2100877842334835037,2026-09-18 09:21:24,C,16,44,0,80833,"什么人会买印度造的食品？😂
他们一个手指头擦屁眼，一个手吃饭。
然后俩只手给你做吃的。",https://x.com/xiaomustock/status/2100877842334835037
2051986652558479404,2026-05-06 11:25:16,C,16,41,1,45545,接盘了😂把cpu fomo买最高点，等以后如果跌大了再买一份，如果没跌就这么多算了。,https://x.com/xiaomustock/status/2051986652558479404
1943557565968990521,2025-07-11 06:26:47,C,16,41,12,124373,这表里的的国家早晚会包括所有发行法币的国家.法币像厕纸一样，利率都飙升到15%以上.,https://x.com/xiaomustock/status/1943557565968990521
1723009883430093121,2023-11-10 16:09:02,C,16,40,2,132350,"对这个判断做一个补充
除了ftt影响外，
棒子看到自己的国币，以棒子极端的国民性格和疯狂的炒币的热情 他们会瞎几把干luna的",https://x.com/xiaomustock/status/1723009883430093121
1941660856783339826,2025-07-06 00:49:57,C,16,36,0,158163,"不建议不支持是对的，但是尊重客观情况.
比如，贷款协议一般明确不能贷款炒股.
券商也明确不能贷款炒股.
但即使是国内，
券商从来没有追查禁止过
用户是否是贷款资金在炒股.",https://x.com/xiaomustock/status/1941660856783339826
1705914794560077826,2023-09-24 11:59:16,C,16,34,5,21928,我时常提醒自己，但很难践行这个原则，买过很多都没依照这个原则来，慢慢努力，只玩有资金参与的，不提前做预判。,https://x.com/xiaomustock/status/1705914794560077826
1948645585361547748,2025-07-25 07:24:46,C,16,27,6,102131,焦煤价格一个月涨了一倍，估计接下来就是螺纹钢再开始涨，成本翻倍售价不得跟着翻倍，不然都停产别干了.,https://x.com/xiaomustock/status/1948645585361547748
1821120340036297126,2024-08-07 09:44:58,C,16,26,2,41241,刚评论区说bome那个是骗子账户发的，删除了。因为看群友发这个，我还以为bome真搞了个链。😅,https://x.com/xiaomustock/status/1821120340036297126
1948711667522830830,2025-07-25 11:47:21,C,16,23,0,242392,"明确一下他们说不是wint，和na这俩，
是cz自己持股下场搞的，有没有老板有内幕的.",https://x.com/xiaomustock/status/1948711667522830830
1919293650523054090,2025-05-05 07:30:39,C,16,21,1,29213,毕竟1万u是币安给的钱呐，完全挪走不给人家干点活，又天天骂币安，太不是人了😂所以还是留了1500u玩了下意思意思.,https://x.com/xiaomustock/status/1919293650523054090
1787346003089330283,2024-05-06 04:57:49,C,16,20,1,88373,gpt5应该2个月内就要出来了。新的gpt出来紧随其后就是搭载gpt的figure机器人的新迭代版本也要出来。,https://x.com/xiaomustock/status/1787346003089330283
1919396537911648502,2025-05-05 14:19:29,C,16,19,7,29656,"sec专员：代币化会重塑金融市场.
sec这消息发的，第二次了，但是ondo从1刀跌到0.86😂 https://t.co/xtR7mvNXdE",https://x.com/xiaomustock/status/1919396537911648502
1945544680751403307,2025-07-16 18:02:53,C,16,17,1,70800,srm拉到10了，孙割@justinsuntron 这种节骨眼不来秀一下不应该.不符合他营销人设. https://t.co/jLLsh9vnUz,https://x.com/xiaomustock/status/1945544680751403307
1945120555474006215,2025-07-15 13:57:33,C,16,15,1,45572,"今天的爽点就靠它俩了.
$MP &amp;  $SBET https://t.co/UPmDbythJq",https://x.com/xiaomustock/status/1945120555474006215
1722190985562882551,2023-11-08 09:55:02,C,16,14,1,29474,"这星球日报搞的人心态炸，现在发假消息这样，要是真消息怎么样,原本ordi涨的好好的，现在脑子里的小人在讨论到底抄底的走不走 https://t.co/tApdONRgqS",https://x.com/xiaomustock/status/1722190985562882551
1807973344635150828,2024-07-02 03:03:30,C,16,13,1,21174,最近仿冒号和诈骗电报太多了每天屏蔽一堆，没群没收费群，没电报，没其他账号，我推特不会主动私信，不跟任何人要钱，也没项目没发币，以我名义搞得都是诈骗，单纯炒币炒股做交易，其他啥都不弄，不希望跟别人有金钱来往，多看看首页置顶推特，这都被骗神仙难救。,https://x.com/xiaomustock/status/1807973344635150828
1706739122893644020,2023-09-26 18:34:51,C,16,13,0,21826,发这条推特的时候，币安和ok各买10万u的front，但是今天这么涨真拿不住，剩5万u的了 https://t.co/nLoxgAvmy0,https://x.com/xiaomustock/status/1706739122893644020
1772486461125804517,2024-03-26 04:51:18,C,16,12,3,30080,刚把manta盒子都开了，每周一次开盒子的机会，盒子会有空投，有闲置的stone和上次参与质押的都去开一下，也是钱。 https://t.co/i24Ev5IkYX,https://x.com/xiaomustock/status/1772486461125804517
1811721318175506613,2024-07-12 11:16:37,C,16,10,1,45178,95买的百度，102卖了，留下了baidu的做多期权call，然后买了昨天暴跌今天夜盘又继续暴跌的特斯拉（robotaxi只是推迟了俩个月） https://t.co/cdK07WPbF3,https://x.com/xiaomustock/status/1811721318175506613
1811759806170181907,2024-07-12 13:49:33,C,16,8,2,48377,237买的特斯拉赚了1.4万美金242卖掉了😂波太细，哎，赚不了大钱，谁让178买的特斯拉188最低价踏空了，上来了不敢拿了 https://t.co/AvuwCpuM8Y,https://x.com/xiaomustock/status/1811759806170181907
1902977498314576370,2025-03-21 06:56:05,C,16,6,7,43133,吃了顿饭刚看评论区，又瞅了一下持仓反抽赚2千没走变成亏5千亏麻，不拿了，没听评论区的，想着你们先走算了，我亏钱走🌚 https://t.co/cJs67JjAuC,https://x.com/xiaomustock/status/1902977498314576370
1655540780600049665,2023-05-08 11:50:55,C,16,2,0,1414,珍惜brc20堵死卡死的日子，越卡越赚钱，等哪天不卡了就是谢逼逃跑的日子，风浪越大，鱼跃贵 #noot https://t.co/rvduLJFSVK,https://x.com/xiaomustock/status/1655540780600049665
2087577939605180653,2026-08-12 16:32:20,C,16,0,0,0,"陈立武自掏腰包1200万美金认购了 $INTC 
200亿美金95刀的增发融资，计划扩建产线和重建英特尔内存业务。",https://x.com/xiaomustock/status/2087577939605180653
2062461395854119323,2026-06-04 09:08:10,C,15,83,0,17337,@0x_MrFive 最孝顺的孩子一般都是没啥本事的，因为飞不远，就怕那种飞不远还要窝里横的。,https://x.com/xiaomustock/status/2062461395854119323
1834827194863943951,2024-09-14 05:31:07,C,15,78,5,74211,cz真的太难了，都快出来了sec又诉讼了，这种应该只罚款不坐牢吧。 https://t.co/sfATmeFaZf,https://x.com/xiaomustock/status/1834827194863943951
2041864219960996130,2026-04-08 13:02:20,C,15,76,10,36805,戴尔ceo称AI内存需求将暴增625！ https://t.co/VrOCHegx0H,https://x.com/xiaomustock/status/2041864219960996130
2030345247121969291,2026-03-07 18:10:03,C,15,74,5,36850,卡塔尔的天然气停产了。称恢复需要数周或数月。 https://t.co/IbsySL9JIk,https://x.com/xiaomustock/status/2030345247121969291
1975532608873484779,2025-10-07 12:04:12,C,15,74,2,51983,来币安社区被套住了 https://t.co/p0U1fGDuQn,https://x.com/xiaomustock/status/1975532608873484779
1770518006604628117,2024-03-20 18:29:22,C,15,74,10,61964,试了一下国产的kimi真的牛，不输gpt https://t.co/Lyrv9W6Pmd,https://x.com/xiaomustock/status/1770518006604628117
2100772383594516595,2026-09-18 02:22:21,C,15,72,1,78179,Minimax 这种130亿美金的世界大模型公司去哪里找。 https://t.co/nywWwyRA4A,https://x.com/xiaomustock/status/2100772383594516595
1973046957334782343,2025-09-30 15:27:06,C,15,71,4,66691,幸好开了冷静期，不敢想不走继续玩这会得亏多少…. https://t.co/xZAhBOMYtQ,https://x.com/xiaomustock/status/1973046957334782343
1854387814244511925,2024-11-07 04:58:02,C,15,71,6,39013,rats📈0.00015📈0.0002📈0.0006📈0.001 https://t.co/gzSx8fRv9K,https://x.com/xiaomustock/status/1854387814244511925
2047130007231979550,2026-04-23 01:46:42,C,15,70,8,71875,亨通光电爽飞老板们，财报出炉估计继续涨停 https://t.co/LxW3jWhGQp,https://x.com/xiaomustock/status/2047130007231979550
1969626369803108386,2025-09-21 04:54:55,C,15,70,0,44329,刚才aster暴跌，cz表哥精准喂奶又拉起来了. https://t.co/FTcXEb32z7,https://x.com/xiaomustock/status/1969626369803108386
1975515239757283328,2025-10-07 10:55:11,C,15,69,6,55818,"梭梭梭梭梭梭梭梭梭！
帕鲁们！
华流才是顶流. https://t.co/9ayejMAEYG",https://x.com/xiaomustock/status/1975515239757283328
1948601746592608400,2025-07-25 04:30:34,C,15,69,7,79914,Galaxy Digital应该是充进去的卖完了，提usdt走了. https://t.co/NSKNIlSCfX,https://x.com/xiaomustock/status/1948601746592608400
1879733097299865640,2025-01-16 03:31:08,C,15,67,5,45369,哥们我也亏的一逼😂开年三百多万刀亏没了，单纯心态好. https://t.co/ZqmWc8Ho01,https://x.com/xiaomustock/status/1879733097299865640
1948734287886647530,2025-07-25 13:17:14,C,15,66,7,69824,"贝莱德数字战略主管加入sbet.
木头姐ark投资bmnr. https://t.co/PuGs2AY2Sg",https://x.com/xiaomustock/status/1948734287886647530
1820420370161377303,2024-08-05 11:23:32,C,15,66,5,63668,纪录一下今天的涨幅榜 https://t.co/LprqZHw0s7,https://x.com/xiaomustock/status/1820420370161377303
1983740312586744175,2025-10-30 03:38:41,C,15,65,0,60859,俺也一样，我的愿望就这么简单. https://t.co/Nwc8XRfFNK,https://x.com/xiaomustock/status/1983740312586744175
2018591343812223482,2026-02-03 07:44:14,C,15,64,2,29814,当时写美光的时候都在嘲讽😂写在连我也高攀不起. https://t.co/N1ubMnzihN,https://x.com/xiaomustock/status/2018591343812223482
1983841504348328136,2025-10-30 10:20:47,C,15,64,3,29617,"1x这个机器人火到爆炸，
希望能把股市的机器人股也带起来. https://t.co/qi6qszYDZh",https://x.com/xiaomustock/status/1983841504348328136
1983564866242871728,2025-10-29 16:01:31,C,15,64,3,24018,"这些真正能赚钱的币，持币地址数都没多少，去掉亏钱买单的人，真正获利的人其实不多的，财富效应的范围太狭窄.
aster，avnt，xpl，然后人生，4，gg几个而已，x402大部分人看到的市值在2-3千万地址数也不多，很多人反而追新出的x402亏的一地.
整个上面这些地址数去重去亏损的，盈利地址+一起可能没有1万.",https://x.com/xiaomustock/status/1983564866242871728
1880111412560949542,2025-01-17 04:34:26,C,15,64,5,59311,宇树机器人又更新了它的行走能力，碾压式的领先特斯拉擎天柱和其他机器人. https://t.co/cx0Pgjtzaz,https://x.com/xiaomustock/status/1880111412560949542
1706933990244941918,2023-09-27 07:29:11,C,15,63,0,39779,墨老板神预言，15号说目标价50真还到了 https://t.co/qnXEmfY9Xz,https://x.com/xiaomustock/status/1706933990244941918
2003537419405230287,2025-12-23 18:45:19,C,15,62,3,74735,"铂金在被逼空，一天涨10%.
贵金属最近都疯了. https://t.co/yidCc9d9gB",https://x.com/xiaomustock/status/2003537419405230287
2003271902392115386,2025-12-23 01:10:15,C,15,62,5,22051,"做可回收火箭的蓝箭航天ipo辅导完成.
上市日程板上钉钉了. https://t.co/tUuDcA05VO",https://x.com/xiaomustock/status/2003271902392115386
1886331516789158119,2025-02-03 08:30:54,C,15,62,11,31447,🤢 https://t.co/lqc2GTqXaG,https://x.com/xiaomustock/status/1886331516789158119
1770017942736179506,2024-03-19 09:22:17,C,15,61,4,40676,做个人，抄底抄底，都跌成这样了，还怕锤子。 https://t.co/lPGXZVSH5C,https://x.com/xiaomustock/status/1770017942736179506
2029792981147079024,2026-03-06 05:35:33,C,15,60,1,66712,你的豆包AI 还有很大调教空间 https://t.co/RxvW7f2Su2,https://x.com/xiaomustock/status/2029792981147079024
2028501339580621003,2026-03-02 16:03:01,C,15,60,3,54823,AI服务器已经超负荷运转了，还有唱空AI，唱空韩国 $EWY 的，内存都被集体干爆炸了。,https://x.com/xiaomustock/status/2028501339580621003
1975540265231458327,2025-10-07 12:34:37,C,15,60,0,65352,"bsc这么火form和bnb最大受益者.
干了20万刀form. https://t.co/RY94L1pkT0",https://x.com/xiaomustock/status/1975540265231458327
2046124669917712400,2026-04-20 07:11:51,C,15,58,1,52958,朱雀三号火箭在4月底或5月底之间会再次验证测试火箭可回收技术。 https://t.co/nEknQ47sHM,https://x.com/xiaomustock/status/2046124669917712400
2039583034396278898,2026-04-02 05:57:43,C,15,56,2,47193,"伊朗总统说和谈，
伊朗军方司令部说战争持续到敌人投降。😭
血流成河呐这跌的 https://t.co/w9svbVsggz",https://x.com/xiaomustock/status/2039583034396278898
2004829314345566568,2025-12-27 08:18:51,C,15,55,2,42926,贵金属都在每天10%疯长. https://t.co/xkfh8w2ihP,https://x.com/xiaomustock/status/2004829314345566568
1985354237929496830,2025-11-03 14:31:51,C,15,53,1,55221,美光疯了 https://t.co/rp9FakGj4C,https://x.com/xiaomustock/status/1985354237929496830
1970405006445789463,2025-09-23 08:28:56,C,15,53,2,80222,我朋友说黑客和dev都能增发，如果黑客不当人还能归零一次…….,https://x.com/xiaomustock/status/1970405006445789463
2030574710321520646,2026-03-08 09:21:51,C,15,52,0,53341,openclaw创始人打假微博openclaw官号。 https://t.co/LwHxoVqZTJ,https://x.com/xiaomustock/status/2030574710321520646
2029893431645065487,2026-03-06 12:14:42,C,15,51,1,33656,原油爆拉 https://t.co/tYtUSJ8Wsj,https://x.com/xiaomustock/status/2029893431645065487
1977747835559813191,2025-10-13 14:46:43,C,15,51,2,49404,今天又全部爆拉，稀土战炒稀土，老美也是玩热点的.当年的mp居然96了. https://t.co/7ppFX6rkTq,https://x.com/xiaomustock/status/1977747835559813191
1738432347484180949,2023-12-23 05:32:24,C,15,51,4,52093,罗宾yyds，海贼王最喜欢的女性角色 https://t.co/vfqBD8N5mu,https://x.com/xiaomustock/status/1738432347484180949
2044423590897127543,2026-04-15 14:32:22,C,15,50,3,71158,意思这都是p图币安？ https://t.co/58MsxNbx7s,https://x.com/xiaomustock/status/2044423590897127543
1870068783483891846,2024-12-20 11:28:36,C,15,50,1,54601,狗庄听句人话，砸个差不多可以了，再砸真亏完了. https://t.co/iXs194GU1e,https://x.com/xiaomustock/status/1870068783483891846
1971240716656574659,2025-09-25 15:49:45,C,15,49,2,53945,插曲结束，继续我的avnt和aster. https://t.co/3caYtAUlpo,https://x.com/xiaomustock/status/1971240716656574659
1958883905576260082,2025-08-22 13:28:12,C,15,49,8,32252,sbet批准了一项15亿美金的股票回购计划. https://t.co/mTcd5eczQO,https://x.com/xiaomustock/status/1958883905576260082
1947271468603121681,2025-07-21 12:24:31,C,15,49,1,69887,"最近股票亏的最快的一笔，
这叼毛dynx一小时亏19万刀 https://t.co/A2TCsTJIOe",https://x.com/xiaomustock/status/1947271468603121681
1957738617947701517,2025-08-19 09:37:14,C,15,48,0,50856,迅雷盘前跑了，8.5卖了.撸了6.3w https://t.co/JaCEdHSfun,https://x.com/xiaomustock/status/1957738617947701517
1996609469376078268,2025-12-04 15:56:07,C,15,47,4,73533,唯一敢买的好股票 https://t.co/93VQz3KHlI,https://x.com/xiaomustock/status/1996609469376078268
1906610860933419514,2025-03-31 07:33:47,C,15,47,10,40947,"数字黄金也是黄金，
别拿豆包不当干粮. https://t.co/22D578qlYo",https://x.com/xiaomustock/status/1906610860933419514
2047575710664130736,2026-04-24 07:17:46,C,15,46,4,56948,爆拉这一下热度肯定要持续了，全都是说cpu的。 https://t.co/uAW7fcpOzv,https://x.com/xiaomustock/status/2047575710664130736
1723377151414526177,2023-11-11 16:28:26,C,15,43,1,59960,cake涨的是真漂亮😂十个点了 https://t.co/bCe3mvoBzB,https://x.com/xiaomustock/status/1723377151414526177
2097162170463305963,2026-09-08 03:16:39,C,15,42,0,53948,上周还390多今天跌成330，minimax这个波动太大了，跟土狗一样。 https://t.co/W7YTTPGkgJ,https://x.com/xiaomustock/status/2097162170463305963
2031175143259865177,2026-03-10 01:07:46,C,15,41,2,65445,"感谢懂王把石油化工价格都打下来了，
苯乙烯解脱还盈利了几十。 https://t.co/WPcHklgCoW",https://x.com/xiaomustock/status/2031175143259865177
1879014780540973298,2025-01-14 03:56:48,C,15,41,5,26377,特斯拉昨晚从380反弹至今天的410，比大饼都猛，活过来了. https://t.co/7OxdiQU87R,https://x.com/xiaomustock/status/1879014780540973298
1770732316987437116,2024-03-21 08:40:57,C,15,41,1,52673,如来佛祖好使，3.20号13.32分发推呼叫的如来佛祖，看了一下居然是最低点。 https://t.co/td3oGVng8Y,https://x.com/xiaomustock/status/1770732316987437116
1716781757918286178,2023-10-24 11:40:42,C,15,41,3,32201,搞心态，祖传15万u买了一把cfx，周线级别 https://t.co/raL64fiJqA,https://x.com/xiaomustock/status/1716781757918286178
2017309566841799109,2026-01-30 18:50:55,C,15,40,1,45797,操他妈的，起来了，沪银跌停板进的，以后还是干slv和agq好点，至少进出灵活. https://t.co/GaKpT9oIbs,https://x.com/xiaomustock/status/2017309566841799109
2017299577645502739,2026-01-30 18:11:13,C,15,40,1,27492,血腥，白银slv只剩下75了 https://t.co/frvC7OHAzI,https://x.com/xiaomustock/status/2017299577645502739
2037220098801623233,2026-03-26 17:28:15,C,15,39,2,38357,伊朗战争估计跟乌克兰一样了，几年内都消停不了。 https://t.co/oX2n7v7rF3,https://x.com/xiaomustock/status/2037220098801623233
1618460908740816897,2023-01-26 04:08:44,C,15,39,10,23317,看着真令人焦虑，apt让小庄总发死，一个月时间3万变1500多万 https://t.co/ra5zOWufsy,https://x.com/xiaomustock/status/1618460908740816897
1996608697687248972,2025-12-04 15:53:03,C,15,38,1,40660,唯一敢买的好股票 https://t.co/lMHUdn8A9j,https://x.com/xiaomustock/status/1996608697687248972
1870062486097146230,2024-12-20 11:03:35,C,15,37,1,32793,睡了一觉怎么账户快亏完了，发生啥事了🌚 https://t.co/86UtwPmTXk,https://x.com/xiaomustock/status/1870062486097146230
1971239865456132611,2025-09-25 15:46:22,C,15,36,0,37741,没跑好，想1以上跑，结果直接破0.9下来了0.86就走了 https://t.co/zK8xJTAN1R,https://x.com/xiaomustock/status/1971239865456132611
1937782126008840545,2025-06-25 07:57:15,C,15,36,1,65593,"彻底踏空国泰君安国际，
仅剩100 https://t.co/VIMn9hpjui",https://x.com/xiaomustock/status/1937782126008840545
2016892156187988424,2026-01-29 15:12:16,C,15,35,1,66815,外面的世界疯狗一样涨. https://t.co/Jc76V9EmMO,https://x.com/xiaomustock/status/2016892156187988424
1870122647545336238,2024-12-20 15:02:39,C,15,35,3,34125,zen牛逼，不仅没跌，还新高了. https://t.co/PSdYR8r3tf,https://x.com/xiaomustock/status/1870122647545336238
1937189485978231103,2025-06-23 16:42:19,C,15,34,4,50140,"市场消息：目击者称，卡塔尔首都多哈上空传来爆炸声。
(来自金十数据APP) https://t.co/4Z4OGHK3Co",https://x.com/xiaomustock/status/1937189485978231103
1870292180981424277,2024-12-21 02:16:18,C,15,34,8,49835,灰度昨天继续加仓了5万个zen，总流通1500万个，三天买了2%. https://t.co/iVbK5gdz7C,https://x.com/xiaomustock/status/1870292180981424277
2018683875673694643,2026-02-03 13:51:55,C,15,33,1,53428,把沪银23130全平了撸了几十万跑了，周五到今天这几天这单接的搞的睡都睡不好. https://t.co/teolYnmkvV,https://x.com/xiaomustock/status/2018683875673694643
2018201258352681226,2026-02-02 05:54:11,C,15,32,0,35816,黄金也即将跌停….. https://t.co/5v2tFgcMOi,https://x.com/xiaomustock/status/2018201258352681226
2017298759798165764,2026-01-30 18:07:58,C,15,29,0,44514,一个跌停板的话还有戏，能回来一半😂亏200，2个就无了. https://t.co/2LCGxZBbFx,https://x.com/xiaomustock/status/2017298759798165764
1975823001980715515,2025-10-08 07:18:07,C,15,29,1,27891,"币安打断我发财的施法了.
一姐现在钱包太卡了@heyibinance https://t.co/P1j8J17FLq",https://x.com/xiaomustock/status/1975823001980715515
1975227114858348809,2025-10-06 15:50:16,C,15,29,0,54657,买了15万u的plume被套住了，需要兄弟们带着解放军来拯救我. https://t.co/MyKrt1zDuO,https://x.com/xiaomustock/status/1975227114858348809
1971265044861370871,2025-09-25 17:26:25,C,15,27,2,22167,大盘太弱了搞的不想拿了. https://t.co/E5tcBaFUu9,https://x.com/xiaomustock/status/1971265044861370871
1723769411172262230,2023-11-12 18:27:08,C,15,27,2,35765,小号的tia撸了10%已卖出，大号的cyber等待割肉😂 https://t.co/yGXm0mHpjk,https://x.com/xiaomustock/status/1723769411172262230
2028822129022759285,2026-03-03 13:17:43,C,15,26,1,41309,"欧线集运继续涨停到了2180，每天18cm。
燃油和航运不能再涨了吧卧槽😅 https://t.co/oR9dg7PyI9",https://x.com/xiaomustock/status/2028822129022759285
1946967902550376807,2025-07-20 16:18:15,C,15,26,1,46208,领航医药生物总市值才不到1.5亿美金 https://t.co/n07KiBHzEq,https://x.com/xiaomustock/status/1946967902550376807
1945491193409700314,2025-07-16 14:30:20,C,15,26,2,52415,特朗普那个天才法案早晚通过，被否决反而是给机会了. https://t.co/AfmyKAsjmE,https://x.com/xiaomustock/status/1945491193409700314
1763574361297215941,2024-03-01 14:37:48,C,15,26,1,70411,买了200的3.08到期soun的看多期权 https://t.co/Ju2zZQccVS,https://x.com/xiaomustock/status/1763574361297215941
1717555950683566371,2023-10-26 14:57:03,C,15,26,0,32604,哈？莫名其妙躲过大跌？亏小钱看来也是省大钱了，从头再来，零持仓心态好😁晚安 https://t.co/cBEfh0nkHy,https://x.com/xiaomustock/status/1717555950683566371
1975819286871744976,2025-10-08 07:03:21,C,15,25,0,20996,币安钱包卡死了行情太爆炸 https://t.co/9ijtdNdqEX,https://x.com/xiaomustock/status/1975819286871744976
