ID,发布时间,推文内容,含金量评分,点赞数,转发数,回复数,浏览量,推文链接
1938512609923547438,Fri Jun 27 08:19:56 +0000 2025,@BTCdayu Netflix 是下至1岁上至100岁的茅台...🤣 https://t.co/nTjvyBj3T8,3.8,0,4,8,17333,https://x.com/coolish/status/1938512609923547438
1938500249221533724,Fri Jun 27 07:30:49 +0000 2025,"@turingou 这个路径发展，正如我之前的判断：
https://t.co/hSUjiyxJ2E",3.0,0,0,0,10561,https://x.com/coolish/status/1938500249221533724
1938329420311498929,Thu Jun 26 20:12:00 +0000 2025,@KKyleChen pulse卡现在好像很难批了？,3.0,0,0,2,1724,https://x.com/coolish/status/1938329420311498929
1937384192507310516,Tue Jun 24 05:36:01 +0000 2025,@cryptopainter 这不是《Quake III》里的火箭跳吗 https://t.co/yaqEFSIIZb,3.8,0,0,1,1712,https://x.com/coolish/status/1937384192507310516
1937380486881620202,Tue Jun 24 05:21:17 +0000 2025,@Rainmaker1973 CEOCEO的奇妙冒险,3.0,0,0,0,671,https://x.com/coolish/status/1937380486881620202
1936725617757802915,Sun Jun 22 09:59:04 +0000 2025,"很多人都觉得“第三章酒吧纯爱戏封神”，
不怕大家笑话，我看了两次，😭了两次。
我来说一些大家可能没太在意的点：
1. 
酒吧这场戏的画面，4分35秒前后做了“抽帧”处理
加上配色、和男主跟金城武的神似（图2、3），
基本可以确认是致敬王家卫《重庆森林》了（附视频，剧透慎点）
视频来源链接：
https://t.co/KRnq5nmtOZ

而这场戏的背景音乐《可不可以》，
里面重复多次的“趁我还没有过保质期”等歌词，
也正好是呼应《重庆森林》里穿插始终的“凤梨罐头”：

“不知道从什么时候开始，在什么东西上面都有个日期，秋刀鱼会过期，肉罐头会过期，连保鲜纸都会过期，我开始怀疑，在这个世界上，还有什么东西是不会过期的?”

“在1994年的5月1号，有一个女人跟我讲了一声‘生日快乐’，因为这一句话，我会一直记住这个女人。如果记忆是一个罐头的话，我希望这一罐罐头不会过期；如果一定要加一个日子的话，我希望它是‘一万年’。”

“在他的心中，我和这个凤梨罐头并没有什么分别”

2.
这个游戏的命名、宣发上确实是流量导向、利用性别对立的感觉，但游戏实际内容是反其道而行地克制、“轻拿轻放”、倡导跟“性别对立”相反的东西，放弃这方面流量爽点的。
Steam上给这游戏打差评的，基本都是“你这游戏怎么没帮我复仇出气？怎么还幻想真心对真心？”
也就是说，有些因为“仇恨”这点被吸引来的玩家，打差评，反而是因为没有在游戏里充分满足“复仇”心理需求。

3.
上面第2点，姑且可以认为跟“过审合规”有一定关系，
但更能体现创作者走心初衷，
是想要交付社会价值意义的，
是包含14万字的“恋情档案”这个功能。
这个功能，跟“好玩、爽”无关，
没有这个功能，完全不影响这游戏的完整性、可玩性、传播度，也不影响29元首发价的性价比，本以为就像黑神话的“影神图”一样只是个收集和丰富背景内容模块，无论有没有影神图，游戏也还是90/100分。
但区别是恋情档案把这游戏价值意义感觉拉到150/150分（一份售价卖了2个产品），它把市面上各种情感、社交老师可能需要合计售价上万元的课程，放在里面，并且用更简洁明了、生动、系统化的方式来表现，而且比市面上那些更深度专业。甚至还加了个“共创”的开放平台概念，让未来第三方UGC来丰富这个课程。
说明游戏内容不断强调“真诚换真诚”这个价值观的同时，开发者自己本身，也仍用一种近乎“公益”的方式践行“想最大化给于玩家和社会价值”（哪怕应该也知道大部分玩家可能不会认真去看这个功能），帮这方面有需要的人在现实生活中提升改变自己的真诚理念，把这个作品从一个单纯面向销量的娱乐产品变成一个里程碑式社会意义的作品。（参考开发者公开信：https://t.co/cN9Gsz7i8X）

香港这样一个地方，真的很能“养蛊”出对于“都市男女”题材，太会了的导演。感觉像是，他们很多作品都是，“表面上很肤浅庸俗，但内核很深刻”。当年周星驰把这一点在喜剧题材上创新到极致，不过这也是另说了。",8.0,0,6,33,84514,https://x.com/coolish/status/1936725617757802915
1936686549816795579,Sun Jun 22 07:23:50 +0000 2025,"@python_xxt 酒吧这场封神纯爱戏，
画面还专门用了抽帧处理，配上颜色，
是在致敬《重庆森林》了： https://t.co/IAmWtEZmsx",4.8,0,0,1,1821,https://x.com/coolish/status/1936686549816795579
1935943468230361298,Fri Jun 20 06:11:05 +0000 2025,@0xBeyondLee @0xcryptowizard 我啰嗦一堆，不如你信达雅的解构一句😅,3.0,0,0,1,2679,https://x.com/coolish/status/1935943468230361298
1935940934245728680,Fri Jun 20 06:01:01 +0000 2025,https://t.co/djjy2Eae6H,3.8,0,1,0,7109,https://x.com/coolish/status/1935940934245728680
1935940268156747999,Fri Jun 20 05:58:22 +0000 2025,"@0xcryptowizard 一周前出的这个新游戏《多重人生》(Alters)，讲的就是：

用量子计算机模拟计算，在自己人生各个抉择点
做了不同的选择的话，会成长为一个怎么样不同的自己
再把这些模拟计算出来的不同的自己
注入记忆→克隆出来，不同版本的自己组成全能团队😅

是《This war of mine》《冰汽时代》同厂牌下的作品。 https://t.co/75hsQ5b14R",5.8,0,3,8,14583,https://x.com/coolish/status/1935940268156747999
1935937676676624689,Fri Jun 20 05:48:04 +0000 2025,"才发现 Tradingview 这个
直接输入推特推文 URL 自动标注在K线图上的功能
这么好用
是老师们用来装X的神器啊 https://t.co/lA2lQ1WUYu",4.8,0,3,4,12237,https://x.com/coolish/status/1935937676676624689
1933052846423105993,Thu Jun 12 06:44:47 +0000 2025,"玩到这样一个小游戏《信任的进化》：
https://t.co/w2IBqNXOrJ

才几分钟就给了我很大思维冲击，
感觉看待人类社会行为的方式都被解构了

包括跨领域的一些现象，
比如某些K线运行原理（连续上涨就是持续互惠合作，砸盘以及砸盘是否破坏趋势就是欺骗的影响），
人际、两性关系（因为5%的误会就能让两个秉承互惠原则的人也冤冤相报），等等。

之后会找时间反复玩，深入思考细品。",6.5,0,48,29,55333,https://x.com/coolish/status/1933052846423105993
1933046286107758993,Thu Jun 12 06:18:43 +0000 2025,"这部中国科幻小说《云球》讲的就是，
当计算能力强到可以模拟地球时，
最有商业价值最赚钱的是什么领域。
类似题材还有：
更早2004年刘慈欣的短篇小说《镜子》，也是这个题材但从另一个角度。
美剧有2020年的《Dev》（开发者，豆瓣9分页面被下架了），是《机械姬》《湮灭 Annihilation》导演的作品。",5.8,0,2,2,2522,https://x.com/coolish/status/1933046286107758993
1933045808607473699,Thu Jun 12 06:16:49 +0000 2025,"这部中国科幻小说《云球》讲的就是，
当计算能力强到可以模拟地球时，
最有商业价值最赚钱的是什么领域。
类似题材还有：
更早2004年刘慈欣的短篇小说《镜子》，也是这个题材但从另一个角度。
美剧有2020年的《Dev》（开发者，豆瓣9分页面被下架了），是《机械姬》《湮灭 Annihilation》导演的作品。",6.2,0,5,4,11339,https://x.com/coolish/status/1933045808607473699
1933035730684809476,Thu Jun 12 05:36:46 +0000 2025,@thecryptoskanda @pumpdotfun @a1lon9 第二条联想到当年acfun的弹幕创新,3.0,0,0,2,2863,https://x.com/coolish/status/1933035730684809476
1932776584391602620,Wed Jun 11 12:27:01 +0000 2025,@wu48636254 肯定也有用啊，我常年日常也用洗鼻器，是感觉挺好的保健方式。,3.0,0,0,1,503,https://x.com/coolish/status/1932776584391602620
1932775797728936439,Wed Jun 11 12:23:54 +0000 2025,"@BTCdayu 接线方式是，比如：

电脑主机，如果接双显示器/电视情况下，
其中一台显示器/电视不支持HDMI eARC音频输出，
另一台支持eARC音频输出。

电脑主机➡️显示器1
电脑主机➡️显示器2 HDMI eARC➡️回音壁音响HDMI eARC

一共3根HDMI线。如图： https://t.co/sXpPlfM9lW",5.8,0,0,1,2058,https://x.com/coolish/status/1932775797728936439
1932730074090123671,Wed Jun 11 09:22:12 +0000 2025,"@BTCdayu 强烈推荐Bose Ultra Soundbar 
（或者国内型号叫做950），
玩电脑游戏、主机游戏、看电影，都能拉满Dolby Atmos，
听网易云音乐，你能开最高的原生5.1环绕声，
用了之后绝对就回不去了。
只需要1~2根HDMI 2.1线，解决视频音频所有问题，
功放、解码都不需要的情况下的高性价比天花板。 https://t.co/cD4LbrQv5o",5.8,0,2,5,7707,https://x.com/coolish/status/1932730074090123671
1932727305073467437,Wed Jun 11 09:11:12 +0000 2025,"@UnicornBitcoin @realDonaldTrump 积极主动公开认错，
保持修正自己错误意识的反而才更真“神”，
elon曾经强调过这个“corrective feedback loop”就是他人生最大的挑战：
https://t.co/azLPBPXspB",4.8,0,2,2,5106,https://x.com/coolish/status/1932727305073467437
1932723611019981309,Wed Jun 11 08:56:31 +0000 2025,"@CycleStudies 是说之前，用布地奈德鼻喷剂也没用？

长期鼻炎痊愈了，那确实是人生时刻啊，
“人生第一次知道原来呼吸应该是这样的”😅

如果是过敏性鼻炎，还有一个冷门改善方面，就是晚上睡觉前刮舌苔（相关产品京东有OneDropOnly）。原理是，口腔舌头上的细菌，在睡觉的时候会不断“烘烤”鼻腔，加重鼻炎相关症状。",5.0,0,3,11,10294,https://x.com/coolish/status/1932723611019981309
1932706213520945489,Wed Jun 11 07:47:23 +0000 2025,"@broleon @elonmusk 正好一周左右
https://t.co/WMyg8x8ySH https://t.co/ll0HoRffkB",4.8,0,0,2,2086,https://x.com/coolish/status/1932706213520945489
1932347187863990285,Tue Jun 10 08:00:45 +0000 2025,"@interjc iOS 26往透明玻璃ui走，
整体是往VisionPro的已有风格靠拢，
由此联想到，
有没有可能部分考虑是为了未来AR类计算
（需要减少视觉遮挡）提前铺路，
逼迫第三方APP的UI现在开始适配透明底，
到时候能更快丝滑适配类似“苹果眼镜”这样的设备。",4.0,0,2,10,11425,https://x.com/coolish/status/1932347187863990285
1932300211734610380,Tue Jun 10 04:54:05 +0000 2025,"当未来AI离我们每个人的隐私越来越近之后，
恋爱/约会类社交APP应该也能有一轮革命性升级的空间。

现在的社交APP，自从10多年前的陌陌以来，没有明显本质变化：
你填资料，传照片，你根据这些来互点喜欢或不喜欢匹配

AI后时代的社交APP，比如可以有一种“介绍对象大模型”：
你把AI当做专门介绍对象的私人助手，
把“我是怎么样的”和“希望对方是怎么样的""日积月累地和AI聊。
这个AI像是对所有用户都知根知底的树洞，
能在保护大家隐私的情况下做黑盒分析、匹配（无需资料公开），
然后告诉你，经过它的思考，推荐新对象给你，并且告诉你为啥互相合适。
甚至，如果和推荐的对象进一步认识了，你可以给AI反馈，帮助它未来给你做更合适的匹配。

用过陌陌探探积目、她说、Tinder、Bumble、Hinge这些的应该都有体会，
APP平台给你推荐的对象，你基本感受不到跟纯随机有什么明显区别，
在匹配中，照片的作用也远大于其他资料的总和。
原因是平台不够了解你，也不够了解你的需求，所以更无从下手分析。

像是生活习惯，饮食作息，喜欢讨厌，三观等等，信息填得越多，反而感觉越尴尬担忧，
你并不想把太多信息公开在这些平台上，就算填了，人也未必认真看，甚至起到反作用。
导致匹配后续，进一步认识的过程和结果，负反馈总是占了太多数，让人感觉累。

但跟你的私人AI助手聊这些，就没有尴尬顾虑了，
而且是聊得越多越深入，哪怕是很微不足道的想法、自身情况和喜好诉求，甚至是不为外人道的小癖好，
AI是真的会把你说的每一条都纳入到后台的分析、权衡匹配中去。

在这个体系里的每个人，也会从互相卷一些标准化维度、《单向度的人》的游戏，
变成更追求一个个更立体活生生的人之间化学反应的匹配。

如果你平时ChatGPT用得比较多，可能会知道，当你打开“参考所有历史记忆”功能的时候，
ChatGPT为了演示效果，会自动生成一个对话，代你发这么一句话：
“Describe me based on all our chats - make it catchy!”
（根据我们所有的聊天来形容我——要有趣一点！）
应该都能从它回复里感受到，ChatGPT对你个人的记忆了解分析，效果是超预期的。
通用场景AI尚且能这种效果，何况是一个专门介绍对象的AI。

你用这样的“介绍对象大模型”APP，
用一个月，和用一年，或者更久后，
这个APP对你的了解，会有不断滚雪球似的巨大差别，并产生相应护城河。

而传统社交APP，你用到一个月的时候，
能填、想填的有限资料基本都填了，
即使用到两年三年，这些资料也不会有太大变化。
这是很容易想象的本质区别。

我2012~2019年做了7年的社交产品创业，
期间一直想实现类似这种基于数据的匹配，
但当时行业没有像今天这样的语言大模型技术，
去这样解决用户数据收集和隐私、意愿动机间的矛盾，
后来我暂时没再创业了，但现在看到新技术给这件事带来了新的可能性，
还是希望它能发生，所以抛砖引玉发出来，看看能否对有相关兴趣的人有一些启发。",6.7,0,22,95,192861,https://x.com/coolish/status/1932300211734610380
1932100695332995284,Mon Jun 09 15:41:17 +0000 2025,@turingou 猜测有部分的醉翁之意不在酒，而在于通过“讨论对感情，婚姻和男女关系的理解”的公开的、深入的节目内容，来吸引观念一致的同路人（通过其他传统方式效率较低）。,4.0,0,0,1,30690,https://x.com/coolish/status/1932100695332995284
1932096191308890189,Mon Jun 09 15:23:23 +0000 2025,"这样的说法能迎合多数人的情绪立场（多数人的注意力被短期现象占据），更迎合流量，但不符合事实：
1. BTC这样的走势，能叫“没有长期趋势，只有短期震荡”吗？
2. 既然不想“开平仓越做越短”，
那么如果面向长周期交易：
别说每天一个点，哪怕每天半个点，也可以足够形成值得低频交易的趋势（例如纳斯达克指数，多少人因为看不上纳指短期每天的涨跌幅，但回头又后悔没有投到纳指的长期趋势）；
就算每天都5个点，也可以是没有长期上涨趋势的过山车标的。
所以问题不在于每天多少个点的波动率，而是在于这些点整体形成了互相抵消（不剥头皮就没足够收益），还是整体形成了明显方向（不剥头皮，低频交易也有不错收益）。",7.0,0,5,11,21471,https://x.com/coolish/status/1932096191308890189
1932026433897144445,Mon Jun 09 10:46:11 +0000 2025,"@EmberCN 大概是 Hyperliquid 把讲 TVL 的叙事逻辑变了，从
Total Value Locked 变成
Total Value Liquidated 了",4.0,0,0,0,3080,https://x.com/coolish/status/1932026433897144445
1931611197948006822,Sun Jun 08 07:16:11 +0000 2025,"@zhang_bj_ 是20多年前走出考场，
和同学一起迈着轻盈的步伐，
跑去网吧打星际CS的那一刻",3.0,0,0,1,1959,https://x.com/coolish/status/1931611197948006822
1931610133328801800,Sun Jun 08 07:11:58 +0000 2025,@Rocky_Bitcoin 要不整个生物黑客群,3.0,0,0,1,2913,https://x.com/coolish/status/1931610133328801800
1931299992360415716,Sat Jun 07 10:39:34 +0000 2025,"@865108755Nxx @thankUcrypto 快就是快，和慢就是快，我都经历过，总结是
年纪相对轻/试错成本不太大/资金积累偏前期的时候是这样的，容错率大，此时不冒险打江山，等老了再冒险？
但是年纪逐渐变大/试错成本变高/资金已经靠前期的“快就是快”+部分运气积累起来之后，整体容错率变小了，就不得不考虑增加慢就是快，守江山的比重了。",5.0,0,0,1,1651,https://x.com/coolish/status/1931299992360415716
1931295796995272884,Sat Jun 07 10:22:54 +0000 2025,@Coins03 这两条推文居然挨着出现，推特算法更新有点东西.. https://t.co/Pu8oJHNLFI,3.8,0,0,3,2783,https://x.com/coolish/status/1931295796995272884
1931292129416085992,Sat Jun 07 10:08:19 +0000 2025,@hotbabyrebao 这个拍法不错，保持队形 https://t.co/b03gDpngq6,3.8,0,0,1,2628,https://x.com/coolish/status/1931292129416085992
1930945619419443497,Fri Jun 06 11:11:25 +0000 2025,@hazenlee 哈哈，还是你懂。,3.0,0,0,1,2692,https://x.com/coolish/status/1930945619419443497
1930937954224288155,Fri Jun 06 10:40:58 +0000 2025,"@OrdzWorld @0xSunNFT 年轻的时候很反骨，直接去贴电镀膜，反光闪瞎的那种...
然后搞了白+镭射膜，类似DVD光盘那种彩虹反光...
再然后就蓝粉撞色，老登闷骚之心不死...",4.0,0,0,1,1966,https://x.com/coolish/status/1930937954224288155
1930935146376520043,Fri Jun 06 10:29:48 +0000 2025,@0xSunNFT 买法拉利选黑色...是怎么做到那么年轻同时还那么低调的,3.0,0,0,5,64102,https://x.com/coolish/status/1930935146376520043
1930885531086487848,Fri Jun 06 07:12:39 +0000 2025,"@HHHamWang 对，且哪怕不是第一个（比如说到时候第一个是某个新兴公司），他也很大概率凭过去这些沉淀、规模优势，去保证自己是因此受益巨大的。
能从快30年前的出租影碟公司，转型至今变成半科技巨头（而不是一直都是科技公司），已经是说明在不断证明了这一点。",4.0,0,0,1,675,https://x.com/coolish/status/1930885531086487848
1930880796514193633,Fri Jun 06 06:53:50 +0000 2025,"@233zzz @HHHamWang 对，看收入/成本的比例，分子分母都重要。

Netflix 一个月的订阅制被动收入，
相当于每个月自动产出5~10部《流浪地球》或《哪吒2：魔童闹海》的总票房，注意是总票房。",4.0,0,0,0,457,https://x.com/coolish/status/1930880796514193633
1930877745061605868,Fri Jun 06 06:41:43 +0000 2025,"这是其中一个主流的担忧方面，一般认为是其订阅制、全球化程度、潜在受众门槛极低范围极大etc. 缓解了这方面。
但我认为它下个阶段，
实现第二曲线的非共识赔率可能正来自于：
AIGC可以让“自己不停产出优质内容”
变成
“AI帮忙产出优质+个性化定制内容” 变成另一种东西。

因为，它是一个极罕见的
“既巨型、长寿，也激进探索前沿新技术的先锋”公司，
这一点，使它从过去就已经把产出优质内容，变成了工业化程度很高的技术计算。
也正是这一点，让我相信它会是运用 AIGC 的领先者，或者至少能大大受益、不是落伍者。
（加上其他侧面反映：
1. 能从出租影碟公司转型至今
2. 2018年就探索了《完蛋我被美女包围了》这类“互动式叙事”
3. 2023年Chatgpt爆火之前，Netflix就已经在2022年开始制作AIGC内容，并在2023年1月推出第一部AIGC动画。
4. 其自产内容比如《黑镜》一直在激进布道前沿科技，对科技运用的理解甚至可以说超过典型科技行业头部公司水平。
）",6.0,0,1,1,2986,https://x.com/coolish/status/1930877745061605868
1930866525805691359,Fri Jun 06 05:57:08 +0000 2025,"@NikolasHimalaya 嗯，是包含这个意思，太疯狂的话肯定要有大回撤，
但大回撤的时候，就是巨大的黄金坑。

我觉得现阶段 AIGC 对于 Netflix 来说，
就像 2017~2018 年时 Defi 对于 BTC、Crypto 来说：
当时还没什么人提，
但下一个黄金坑之后，
可以开始 Price in 推动第二曲线",5.0,0,2,0,2137,https://x.com/coolish/status/1930866525805691359
1930862652085186820,Fri Jun 06 05:41:44 +0000 2025,"过去1个月，Netflix 仍持续在历史新高

对很多炒 BTC 的人来说的冷知识：
2021年以来，Netflix 基本没跑输 BTC

对很多炒 Tesla 的人来说的冷知识：
2022年以来，Netflix 跑赢 Tesla 400%
这两者都是几千亿市值
但最近3年表现像是 Beta 和 Alpha 收益的区别

大胆的暴论：
Netflix 很像2017~2018的BTC https://t.co/nc4DbbbpI4",6.5,0,32,34,71931,https://x.com/coolish/status/1930862652085186820
1930690307500523897,Thu Jun 05 18:16:54 +0000 2025,才说完空trump来作为对冲工具，没几个小时后这就...😅 https://t.co/GSpkTIDpaq,4.6,0,0,4,8306,https://x.com/coolish/status/1930690307500523897
1930684296421106035,Thu Jun 05 17:53:01 +0000 2025,"今天查了下才知道，
Trump 这个像来回摸人腰的经典标志性手势，
原来是叫做：
Trump plays the accordion 
“川普玩手风琴”😂 https://t.co/NfZ8jM8KOZ",5.6,0,4,4,22924,https://x.com/coolish/status/1930684296421106035
1930682309164036521,Thu Jun 05 17:45:07 +0000 2025,"@elonmusk Nobody knows ""slim and beautiful"" better than Trump: https://t.co/tLn1rt25g8",5.6,0,0,0,33329,https://x.com/coolish/status/1930682309164036521
1930675737964822895,Thu Jun 05 17:19:00 +0000 2025,"@broleon @elonmusk 会不会这俩人在演，合作炒波段，
搞不好过一周，又说和好了?🤣
连别国都能拿来做剧本的一部分，何况自家人呢。",4.0,0,1,20,11910,https://x.com/coolish/status/1930675737964822895
1930600116353962005,Thu Jun 05 12:18:31 +0000 2025,"@xiaomucrypto 10年视角，也是为啥Netflix牛逼的角度... 
2015年 NFLX 股价 50 美元， 
现在1200多美元，10年20多倍
https://t.co/LgOvkVTKMe https://t.co/zjMJJlg67g",4.8,0,0,3,13408,https://x.com/coolish/status/1930600116353962005
1930595469970833860,Thu Jun 05 12:00:03 +0000 2025,"3月份的时候，在聊 SOL 的推文里我发了一张图（图1），
是 SOL/BTC 和 ETH/BTC 汇率图长期对比，
1.
当时 SOL/BTC 在 0.00168 左右，目前是 0.00145，
看到很像是“ sol/btc 在走 eth/btc 的老路”，
过去3个月的走势应该是在增大这个概率（图2）

2.
那么作为sol上的主要赌桌之一，
看 trump/usdt 和 trump/btc 汇率，
在其诞生第一年的这快半年里，可以说是更弱，
可以看到上涨情绪从来没有维持超过一根周线过，
很像是继承 SOL 上快速互P的基因...

3.
假设这样想：
“trump币的诞生，是第一年的的高光时刻，下半年应该继续消泡沫，继续走弱”，
那么叠加上述1和2的考虑，trump/btc 汇率在2025年下半年应该是更不乐观...

如果基于上面的假设，得出
下半年大盘无论好坏，
trump/btc 汇率都不乐观的结论的话，
它流动性相对其他meme又不低，尤其是又再看了，
诸如 trump/sol （图3），sol/eth，sol/bnb 这些汇率的图之后感觉，
我是否能投入适当仓位做空 trump/usdt，
至少当做是一个，其他仓位币种做多时，的对冲工具？",8.0,0,6,10,47531,https://x.com/coolish/status/1930595469970833860
1930536885891571714,Thu Jun 05 08:07:15 +0000 2025,@Rainmaker1973 what's the name of this app?,3.0,0,0,1,908,https://x.com/coolish/status/1930536885891571714
1930534688348880935,Thu Jun 05 07:58:31 +0000 2025,@swyxy4484 为什么在另一条推文视频里也看到这个小哥？这是啥赛道？😅 https://t.co/LcsGBJp1oM,4.8,0,0,4,10567,https://x.com/coolish/status/1930534688348880935
1930260344368443505,Wed Jun 04 13:48:23 +0000 2025,@thecryptoskanda @pumpdotfun 重情义的男人,3.0,0,0,1,2998,https://x.com/coolish/status/1930260344368443505
1929938088618537387,Tue Jun 03 16:27:51 +0000 2025,https://t.co/feAgfUdCyO,3.0,0,0,0,8592,https://x.com/coolish/status/1929938088618537387
1929931857849921684,Tue Jun 03 16:03:05 +0000 2025,"pepe有点像是，借2025年上半年的动荡，
对doge试图弯道超车。

红框同样是0.19的位置
（意味着pepe市值占doge市值19%），
左边的红框（24年12月~25年1月），是两根上影线的尖尖；
右边的红框（25年5~6月），跟左边红框里的上影线尖尖逐渐开始不太一样地维持了。 https://t.co/aZHB1KVzsS",5.8,0,1,5,17073,https://x.com/coolish/status/1929931857849921684
1929633098112946488,Mon Jun 02 20:15:56 +0000 2025,"@0xKirara @0x0xFeng “泡泡玛特抽盒机”微信小程序里可以抽盲盒，
抽中什么款式结果，会在小程序里直接显示给你，
然后你可以填收货地址，
或者有一次转赠机会，
被转赠的人可以填他自己的收货地址，
所以就有人在闲鱼上卖“盒机转赠”的已知款式盲盒，是官方直接寄来未拆封的（收到的包装盒上也不会有任何款式标注）。",5.0,0,1,2,3424,https://x.com/coolish/status/1929633098112946488
1929575534498926793,Mon Jun 02 16:27:11 +0000 2025,@JamesWynnReal Literally this anime: https://t.co/4AAcWi2pKM,3.8,0,0,1,2338,https://x.com/coolish/status/1929575534498926793
1929059188245749802,Sun Jun 01 06:15:25 +0000 2025,@mia_okx @star_okx 牛逼 https://t.co/wBP95ySK0d,3.8,0,0,2,2951,https://x.com/coolish/status/1929059188245749802
1927984703094804824,Thu May 29 07:05:48 +0000 2025,@cryptopainter 搞不好画师发现链上是更发挥自己优势的地方,3.0,0,0,1,2643,https://x.com/coolish/status/1927984703094804824
1927249090628272535,Tue May 27 06:22:44 +0000 2025,"@xiaomucrypto Netflix
https://t.co/gMTiQputZH",3.0,0,1,0,18097,https://x.com/coolish/status/1927249090628272535
1926568275493654932,Sun May 25 09:17:25 +0000 2025,"@0xcryptowizard 我自己是没有通过流量做任何收入（除了推特蓝V本身发的），
但倒是觉得，虽然天花板肯定是不一样，但条条大路通罗马，行行出人才，都有其卓越之路。
色情网站的话，Onlyfans不知道算不算“一流”： https://t.co/uAichZ1rh0",4.8,0,0,3,6344,https://x.com/coolish/status/1926568275493654932
1926122674469614006,Sat May 24 03:46:45 +0000 2025,"@diamondhandjs 我最近有注意在提醒自己这件事：
心里想着“围绕某个资产净值”为目标做交易的时候，
“围绕怎么操作这个标的”的专注力就会被稀释。
https://t.co/Kpr2SFaZxL",4.8,0,1,0,4209,https://x.com/coolish/status/1926122674469614006
1926107756714512835,Sat May 24 02:47:29 +0000 2025,"首先是需要尝试去研究，为什么Netflix 股价2022年中旬以来， 持续大幅跑赢特斯拉、苹果， 甚至没有跑输Nvidia（2024年中旬以来大幅跑赢）：https://t.co/WgL9fe4fqg

然后是，在上个版本你从算力角度认为这是卖方市场，后来出现deepseek这种（且之后还会继续有其他维度去打破算力垄断）；
现在你从模型角度认为这是卖方市场。可能因为你在想“model as product”，但版本会更新，技术供应方会逐渐变水电煤。就像你上推特时对它用到什么网络和服务器没什么感知，或者像虚幻5引擎既不是steam的也不是游戏科学的，谁都能用这些引擎，但游戏科学的黑神话不是谁都能做的，钱的大头也不是引擎家赚的。",6.0,0,0,2,1421,https://x.com/coolish/status/1926107756714512835
1925809879861637185,Fri May 23 07:03:49 +0000 2025,"下面这个视频（来自@HashemGhaili）用veo3制作。
此时距离去年Sora发布仅过去1年3个月。再过3年会怎么样？

下面的引用推文，我去年写的这篇关于“Netflix+AIGC”可以变成 Matrix，是不是变得不那么离谱了？

相关题材的内容，
除了Netflix出品的《黑镜》第6季第1集《《Joan Is Awful》》，
中国有一部科幻小说《云球》也讲过这样的未来，非常推荐阅读：
https://t.co/aImuxAcspX
（和刘慈欣的短篇《镜子》异曲同工，但角度不同）

这部小说告诉我们的一个核心点是：技术最终会发现，服务于奶头乐在商业上才最赚钱...才能辐射最广大的人群。

Netflix非常有可能成为第一个制作出高质量AIGC剧集的大厂，到时候它就变成了另一种东西。而此时这仍属于非共识，还远远没有开始Price in，Netflix的股价依旧在偷偷地ATH。",7.2,0,13,15,38308,https://x.com/coolish/status/1925809879861637185
1924934542126948386,Tue May 20 21:05:33 +0000 2025,"不是我居高临下擅自假设啊，
是你说的情况前提，把
“年轻的时候碰到很惊艳的人，并且产生故事，从此以后看谁都是路人”
当做巨大的惩罚，不就是对错过优质感觉有遗憾的情况吗？

再者，在我看来这根本不是惩罚，好的坏的反而都是成长的宝贵机会。
先遇到特好的，和先遇到特坏的，只是不同的都能走通的成长路径方式而已。
就像一个创业/投资者如果说“自己早年见过大钱，从此以后看什么机会都提不起劲”，只能说明这个人本身不懂从无论好还是坏，大还是小的际遇中去洞察把握学习成长的机会而已。

再再者，本来就是“自己变得‘惊艳’”才是更重要的事情。既然能意识到“一个人可以过很好”，看别人是否路人还那么重要吗？又何来“看别人都是路人”是“对一个人最大的惩罚”一说呢？这岂不自相矛盾。",6.0,0,0,0,660,https://x.com/coolish/status/1924934542126948386
1924926907004682497,Tue May 20 20:35:12 +0000 2025,@diamondhandjs @bitcoin10wu 不被渣伤害，但对错过优质有遗憾，不还是说明曾经不够智慧/眼光不够/不懂如何把握嘛。以为自己足够聪明的话更难拥有真正的智慧，都是凡人，不经过犯错的历练反思怎么聪明智慧起来呢。,4.0,0,0,2,749,https://x.com/coolish/status/1924926907004682497
1924555896807645325,Mon May 19 20:00:56 +0000 2025,@hongkongdoll 7天份的药盒必备 https://t.co/ebCIxNfv6F,3.0,0,0,0,3246,https://x.com/coolish/status/1924555896807645325
1924501459619754221,Mon May 19 16:24:38 +0000 2025,"@0x0xFeng 把这张K线图发过去，
说比特币今天最高 1071xx 跌到 1019xx ，
这 5.20K 跌幅，是你用52亿美金给她放的烟花。 https://t.co/rrK9eh9I5s",4.8,0,1,3,7452,https://x.com/coolish/status/1924501459619754221
